configuration_id,tap_id,tap_name,kind,block,dim,selected_step,finite,train_tf_token_exact,cal_tf_token_exact,dev_tf_token_exact,dev_tf_mean_rank,dev_tf_mean_nll,dev_tf_mean_margin,dev_tf_margin_q10,dev_tf_top2,dev_tf_top3
L19_SEED_1,34,b08_ATT_UPDATE,ATT_UPDATE,8,16,25,true,27,36,30,6.06944444444,2.47340436455,-0.971636800771,-4.09939395823,56,81
L19_SEED_1,35,b08_AFTER_ATTN,AFTER_ATTN,8,16,75,true,29,112,110,1.47222222222,0.851352495077,0.773525631787,-2.96885885504,128,135
L19_SEED_1,36,b09_NORM1,NORM1,9,16,75,true,28,115,121,1.36111111111,0.829592680784,0.815448070352,-2.91042728046,129,135
L19_SEED_1,37,b09_Q,Q,9,16,75,true,28,106,113,1.73611111111,1.0489894472,0.514707760413,-4.04404276746,122,131
L19_SEED_1,38,b09_K,K,9,16,100,true,29,97,107,1.59027777778,0.990006963785,0.592118015166,-3.83389690546,123,134
L19_SEED_1,39,b09_V,V,9,16,75,true,28,103,111,1.42361111111,0.91407419791,0.670462006065,-2.94797181083,129,136
L19_SEED_1,40,b09_CTX_H0,CTX_H0,9,8,50,true,27,25,26,6.29861111111,2.55477525002,-1.05469215359,-4.69021409479,75,83
L19_SEED_1,41,b09_CTX_H1,CTX_H1,9,8,50,true,21,16,18,6.52777777778,2.529202244,-1.04303262836,-4.12411734698,49,62
L19_SEED_1,42,b09_CTX_CONCAT,CTX_CONCAT,9,16,25,true,22,26,24,7.59027777778,2.6698287024,-1.1096479589,-4.64148044374,45,71
L19_SEED_1,43,b09_ATT_UPDATE,ATT_UPDATE,9,16,25,true,16,7,6,7.97916666667,2.75721970187,-1.27765893477,-4.59914002355,42,72
L19_SEED_1,44,b09_AFTER_ATTN,AFTER_ATTN,9,16,75,true,29,103,107,1.54166666667,0.93501603462,0.642342516545,-3.34981494222,125,133
L19_SEED_1,45,b11_NORM1,NORM1,11,16,75,true,28,98,103,1.625,1.00806256704,0.563641986665,-3.69421941023,121,133
L19_SEED_1,46,b11_Q,Q,11,16,75,true,28,94,105,2.09722222222,1.11273423013,0.372387795111,-4.21200977565,122,128
L19_SEED_1,47,b11_K,K,11,16,150,true,28,103,112,1.54166666667,0.955382621482,0.615936805467,-3.44905623396,119,134
L19_SEED_1,48,b11_V,V,11,16,50,true,28,93,103,1.77777777778,1.20157658224,0.400658626623,-4.11032371566,122,126
L19_SEED_1,49,b11_CTX_H0,CTX_H0,11,8,50,true,23,24,27,6.61805555556,2.67025083602,-1.19950818352,-5.3191299507,48,79
L19_SEED_1,50,b11_CTX_H1,CTX_H1,11,8,75,true,28,35,40,4.63194444444,2.18451523932,-0.977899619317,-4.99973441544,85,89
L19_SEED_1,51,b11_CTX_CONCAT,CTX_CONCAT,11,16,50,true,30,41,46,5.24305555556,2.22922664463,-1.15638847531,-6.70271376031,89,110
L19_SEED_1,52,b11_ATT_UPDATE,ATT_UPDATE,11,16,75,true,31,53,55,4.75694444444,2.37827859136,-1.31799158084,-7.85268778765,99,102
L19_SEED_1,53,b11_AFTER_ATTN,AFTER_ATTN,11,16,75,true,29,99,104,1.61805555556,1.03336398336,0.522579338317,-3.84813217801,121,131
L19_SEED_1,54,b12_NORM1,NORM1,12,16,75,true,28,95,101,1.70138888889,1.08862804361,0.480426611303,-4.07926851573,120,130
L19_SEED_1,55,b12_Q,Q,12,16,100,true,28,101,103,1.65277777778,1.07476293332,0.637104140685,-3.87253863746,123,128
L19_SEED_1,56,b12_K,K,12,16,150,true,29,98,106,1.43055555556,0.840775048949,0.631557854831,-2.64875417414,127,137
L19_SEED_1,57,b12_V,V,12,16,50,true,28,99,100,2.11111111111,1.23462184574,0.257766253481,-3.97332903719,113,128
L19_SEED_1,58,b12_CTX_H0,CTX_H0,12,8,50,true,23,46,49,7.66666666667,2.62930267638,-1.0814376439,-4.85326250055,59,74
L19_SEED_1,59,b12_CTX_H1,CTX_H1,12,8,50,true,29,35,32,3.67361111111,2.18281351182,-0.879838604983,-3.31719448304,66,89
L19_SEED_1,60,b12_CTX_CONCAT,CTX_CONCAT,12,16,25,true,29,34,29,5.0625,2.34663780332,-0.940768079894,-4.33726712861,75,91
L19_SEED_1,61,b12_ATT_UPDATE,ATT_UPDATE,12,16,25,true,29,38,37,5.04166666667,2.33595183781,-0.861586668673,-4.44410733299,88,98
L19_SEED_1,62,b12_AFTER_ATTN,AFTER_ATTN,12,16,50,true,28,103,107,1.625,1.07400324856,0.491019852703,-2.99819029747,121,130
L19_SEED_1,63,b13_NORM1,NORM1,13,16,50,true,28,90,93,1.76388888889,1.14818430041,0.410142392729,-3.39621169746,120,130
L19_SEED_1,64,b13_Q,Q,13,16,75,true,28,97,101,1.58333333333,0.98985173508,0.576888331524,-3.26913194747,121,134
L19_SEED_1,65,b13_K,K,13,16,100,true,28,96,99,1.57638888889,0.97424791289,0.548771937251,-2.27517258794,124,134
L19_SEED_1,66,b13_V,V,13,16,50,true,28,99,96,2.24305555556,1.37942564377,0.0859454118886,-4.04087662186,105,123
L19_SEED_1,67,b13_CTX_H0,CTX_H0,13,8,50,true,28,32,34,5.125,2.33225547351,-0.842590025078,-3.94266428076,64,85
L19_SEED_1,68,b13_CTX_H1,CTX_H1,13,8,25,true,17,32,33,10.0902777778,2.94852039485,-0.895668175358,-3.37754259173,39,51
L19_SEED_1,69,b13_CTX_CONCAT,CTX_CONCAT,13,16,25,true,28,40,35,7.02777777778,2.60968741766,-1.05114495232,-4.83945530938,59,73
L19_SEED_1,70,b13_ATT_UPDATE,ATT_UPDATE,13,16,25,true,23,26,22,8.56944444444,2.92828971587,-1.34073355684,-5.60924436226,49,59
L19_SEED_1,71,b13_AFTER_ATTN,AFTER_ATTN,13,16,50,true,28,94,99,1.70138888889,1.11825884244,0.436180443003,-3.22052045671,121,129
L19_SEED_1,72,b14_NORM1,NORM1,14,16,50,true,28,89,93,1.78472222222,1.18903621199,0.335728916762,-3.57602061757,119,129
L19_SEED_1,73,b14_Q,Q,14,16,75,true,27,97,98,2.83333333333,1.59869401765,-0.130103934165,-5.83043000658,112,115
L19_SEED_1,74,b14_K,K,14,16,125,true,29,90,103,1.59722222222,1.14054013084,0.187127689978,-3.87258546983,121,132
L19_SEED_1,75,b14_V,V,14,16,100,true,29,89,88,3.93055555556,1.71036972305,-0.282070795067,-6.60065871666,108,113
L19_SEED_1,76,b14_CTX_H0,CTX_H0,14,8,50,true,27,25,25,8.29166666667,2.83342223346,-1.31407419246,-5.2356072096,55,71
L19_SEED_1,77,b14_CTX_H1,CTX_H1,14,8,50,true,19,30,23,9.95833333333,3.17974278262,-1.44732247366,-6.05746041412,41,48
L19_SEED_1,78,b14_CTX_CONCAT,CTX_CONCAT,14,16,25,true,20,27,25,9.54861111111,3.17345281442,-1.50077573343,-6.42277110313,60,68
L19_SEED_1,79,b14_ATT_UPDATE,ATT_UPDATE,14,16,25,true,16,30,22,10.3125,3.29982567543,-1.59000786289,-6.74340733398,47,48
L19_SEED_1,80,b14_AFTER_ATTN,AFTER_ATTN,14,16,50,true,28,95,100,1.8125,1.18955296679,0.364275494136,-3.43107309142,119,129
L19_SEED_1,81,b15_NORM1,NORM1,15,16,50,true,28,89,90,2.15277777778,1.30062037131,0.186326903253,-4.00592965906,115,126
L19_SEED_1,82,b15_Q,Q,15,16,50,true,28,92,94,2.57638888889,1.43287165969,0.105555984419,-4.8876578728,114,119
L19_SEED_1,83,b15_K,K,15,16,75,true,28,93,102,1.61111111111,1.03416910705,0.454260861882,-3.25820852465,121,134
L19_SEED_1,84,b15_V,V,15,16,75,true,29,88,90,2.98611111111,1.39707676152,0.0795698689101,-5.28307688241,109,124
L19_SEED_1,85,b15_CTX_H0,CTX_H0,15,8,50,true,17,27,23,7.46527777778,2.81757404627,-1.29071308217,-5.25249460322,48,72
L19_SEED_1,86,b15_CTX_H1,CTX_H1,15,8,50,true,28,34,33,6.91666666667,2.57650594049,-1.13520652038,-4.56139318924,68,76
L19_SEED_1,87,b15_CTX_CONCAT,CTX_CONCAT,15,16,25,true,30,32,29,8.17361111111,2.8284369272,-1.31921843715,-5.48697931979,52,67
L19_SEED_1,88,b15_ATT_UPDATE,ATT_UPDATE,15,16,25,true,20,27,20,8.04861111111,2.93196630516,-1.40646566992,-5.78217060354,43,66
L19_SEED_1,89,b15_AFTER_ATTN,AFTER_ATTN,15,16,50,true,28,94,97,2.13194444444,1.22838664228,0.303550286766,-3.55799434826,116,128
L19_SEED_1,90,b16_NORM1,NORM1,16,16,50,true,28,87,90,2.33333333333,1.32451950454,0.142958050433,-4.03014468222,115,124
L19_SEED_1,91,b16_Q,Q,16,16,50,true,26,93,93,2.9375,1.47484680955,-0.0955928856596,-4.5635671622,114,122
L19_SEED_1,92,b16_K,K,16,16,75,true,28,89,92,2.05555555556,1.37070538206,-0.033549195029,-4.48645048936,106,126
L19_SEED_1,93,b16_V,V,16,16,75,true,28,95,93,3.70138888889,1.80879673213,-0.415772443787,-6.66297736776,101,112
L19_SEED_1,94,b16_CTX_H0,CTX_H0,16,8,50,true,19,31,34,6.79166666667,2.73531774039,-1.23111394343,-5.36295062905,78,81
L19_SEED_1,95,b16_CTX_H1,CTX_H1,16,8,125,true,29,34,30,8.97916666667,3.34603556266,-2.039136928,-9.6099057236,59,74
L19_SEED_1,96,b16_CTX_CONCAT,CTX_CONCAT,16,16,25,true,25,30,33,8.56944444444,2.95350654818,-1.40425886585,-6.30926492659,64,76
L19_SEED_1,97,b16_ATT_UPDATE,ATT_UPDATE,16,16,25,true,19,31,26,9.35416666667,3.2278297393,-1.59064873866,-6.71689636538,52,56
L19_SEED_1,98,b16_AFTER_ATTN,AFTER_ATTN,16,16,50,true,28,94,94,2.31944444444,1.2781086362,0.227303093029,-3.7307052072,115,128
L19_SEED_1,99,b17_NORM1,NORM1,17,16,50,true,28,88,89,2.55555555556,1.36754810525,0.0696910501431,-4.12563136626,107,124
L19_SEED_1,100,b17_Q,Q,17,16,75,true,28,93,95,3.00694444444,1.51903287005,-0.0064989060447,-5.59225530543,111,113
L19_SEED_1,101,b17_K,K,17,16,100,true,28,90,94,2.22916666667,1.27667781055,0.118942037495,-4.16347394503,106,115
L19_SEED_1,102,b17_V,V,17,16,75,true,29,89,85,3.90972222222,1.91674975176,-0.583542035925,-6.46227162225,98,107
L19_SEED_1,103,b17_CTX_H0,CTX_H0,17,8,50,true,23,32,28,8.15277777778,3.05949656057,-1.57648685426,-5.64434835229,61,65
L19_SEED_1,104,b17_CTX_H1,CTX_H1,17,8,50,true,15,23,19,9.99305555556,3.30739442524,-1.69707820796,-6.87232437451,44,52
L19_SEED_1,105,b17_CTX_CONCAT,CTX_CONCAT,17,16,25,true,22,34,29,10.5277777778,3.27298142234,-1.7093302847,-6.84264450137,56,63
L19_SEED_1,106,b17_ATT_UPDATE,ATT_UPDATE,17,16,25,true,15,29,20,11.5555555556,3.63797222531,-1.97281762462,-7.53701770343,40,57
L19_SEED_1,107,b17_AFTER_ATTN,AFTER_ATTN,17,16,50,true,28,88,88,2.58333333333,1.34455561287,0.126724259924,-3.91401310473,106,125
L19_SEED_1,108,b18_NORM1,NORM1,18,16,50,true,28,88,89,2.65972222222,1.4356124916,-0.0287704647927,-4.26551464953,105,122
L19_SEED_1,109,b18_Q,Q,18,16,50,true,26,93,93,3.77083333333,1.72200607916,-0.294518728213,-5.14533994653,97,105
L19_SEED_1,110,b18_K,K,18,16,75,true,28,92,94,2.56944444444,1.53452874261,-0.183727991198,-5.08194030594,106,111
L19_SEED_1,111,b18_V,V,18,16,75,true,30,77,80,4.02083333333,1.96236647146,-0.671356848723,-6.75138335639,101,104
L19_SEED_1,112,b18_CTX_H0,CTX_H0,18,8,50,true,12,27,21,11.2361111111,3.41920177664,-1.69693538322,-6.69152869342,48,56
L19_SEED_1,113,b18_CTX_H1,CTX_H1,18,8,50,true,19,12,2,9.04166666667,3.07979995534,-1.60885585696,-6.20781430384,42,50
L19_SEED_1,114,b18_CTX_CONCAT,CTX_CONCAT,18,16,25,true,16,6,3,10.6111111111,3.41909363306,-1.88549938159,-7.00404059436,40,46
L19_SEED_1,115,b18_ATT_UPDATE,ATT_UPDATE,18,16,25,true,15,21,16,10.7013888889,3.56016221419,-1.91456674355,-8.05616259775,44,50
L19_SEED_1,116,b18_AFTER_ATTN,AFTER_ATTN,18,16,50,true,28,86,88,2.79861111111,1.41987519106,0.0433457218055,-4.09049097083,105,124
L19_SEED_2,0,b01_NORM1,NORM1,1,16,225,true,30,134,134,1.06944444444,0.185736617044,3.00522133335,-0.0728618745759,144,144
L19_SEED_2,1,b01_Q,Q,1,16,250,true,30,134,131,1.09027777778,0.229332230972,2.76595339557,-0.436821796638,144,144
L19_SEED_2,2,b01_K,K,1,16,275,true,30,130,134,1.06944444444,0.217181312554,2.53661601414,-0.117910386831,144,144
L19_SEED_2,3,b01_V,V,1,16,275,true,30,134,132,1.08333333333,0.201132932346,3.01433714325,-0.321251334392,144,144
L19_SEED_2,4,b01_CTX_H0,CTX_H0,1,8,150,true,31,74,76,2.11805555556,1.40972268784,0.122101859907,-3.86702848771,118,122
L19_SEED_2,5,b01_CTX_H1,CTX_H1,1,8,75,true,31,69,66,3.24305555556,1.69527562193,-0.198813993541,-3.1861761304,99,119
L19_SEED_2,6,b01_CTX_CONCAT,CTX_CONCAT,1,16,75,true,31,86,87,2.125,1.15741774355,0.760219342622,-3.9856068064,116,128
L19_SEED_2,7,b01_ATT_UPDATE,ATT_UPDATE,1,16,75,true,32,78,83,2.40277777778,1.41278826789,0.117003927803,-4.21070800782,111,122
L19_SEED_2,8,b01_AFTER_ATTN,AFTER_ATTN,1,16,175,true,31,127,126,1.125,0.295231326234,2.51782157378,-0.735325445653,144,144
L19_SEED_2,9,b04_NORM1,NORM1,4,16,175,true,30,124,125,1.13194444444,0.440067155428,1.99775148494,-1.96696080296,144,144
L19_SEED_2,10,b04_Q,Q,4,16,150,true,29,126,132,1.11111111111,0.428327017069,1.71023652868,-1.1158230893,140,144
L19_SEED_2,11,b04_K,K,4,16,200,true,30,119,121,1.18055555556,0.554439944296,1.36031631191,-2.42675671279,141,144
L19_SEED_2,12,b04_V,V,4,16,100,true,29,126,133,1.10416666667,0.462759478795,1.71804511704,-0.939768500498,142,142
L19_SEED_2,13,b04_CTX_H0,CTX_H0,4,8,50,true,26,42,40,5.45833333333,2.43481810987,-0.918244863235,-4.01571563554,74,89
L19_SEED_2,14,b04_CTX_H1,CTX_H1,4,8,50,true,27,29,30,4.90277777778,2.35378559877,-0.742384713167,-3.74769065646,62,79
L19_SEED_2,15,b04_CTX_CONCAT,CTX_CONCAT,4,16,25,true,27,28,35,5.54166666667,2.34957243844,-0.757629433944,-3.70421953447,68,99
L19_SEED_2,16,b04_ATT_UPDATE,ATT_UPDATE,4,16,50,true,29,45,42,6.03472222222,2.50056669903,-1.13965451596,-6.52118281655,81,95
L19_SEED_2,17,b04_AFTER_ATTN,AFTER_ATTN,4,16,150,true,31,117,117,1.1875,0.500281755385,1.57074834513,-1.44996818981,144,144
L19_SEED_2,18,b07_NORM1,NORM1,7,16,125,true,30,116,121,1.21527777778,0.649622094508,1.22744003003,-2.41814019378,139,141
L19_SEED_2,19,b07_Q,Q,7,16,125,true,30,117,120,1.19444444444,0.533216086973,1.29363750676,-0.804241147594,140,144
L19_SEED_2,20,b07_K,K,7,16,125,true,30,119,121,1.21527777778,0.633603732752,1.20398826306,-2.30631948281,139,142
L19_SEED_2,21,b07_V,V,7,16,125,true,30,115,114,1.24305555556,0.702705018221,0.946068537084,-2.1712534359,139,144
L19_SEED_2,22,b07_CTX_H0,CTX_H0,7,8,50,true,24,23,25,4.84722222222,2.54874168563,-1.09497187125,-3.9508130513,68,89
L19_SEED_2,23,b07_CTX_H1,CTX_H1,7,8,50,true,25,38,39,5.84027777778,2.38673473653,-0.887352731681,-3.86684220508,65,70
L19_SEED_2,24,b07_CTX_CONCAT,CTX_CONCAT,7,16,25,true,30,39,37,5.33333333333,2.41998103635,-0.969525337628,-3.80708855025,73,91
L19_SEED_2,25,b07_ATT_UPDATE,ATT_UPDATE,7,16,25,true,24,26,24,6.15277777778,2.56459978344,-1.14660605149,-4.76677636355,72,83
L19_SEED_2,26,b07_AFTER_ATTN,AFTER_ATTN,7,16,125,true,32,91,94,1.38888888889,0.726958924441,0.962768511841,-2.35531329041,139,143
L19_SEED_2,27,b08_NORM1,NORM1,8,16,100,true,30,102,107,1.33333333333,0.732391903821,0.986056515248,-2.52367638828,137,140
L19_SEED_2,28,b08_Q,Q,8,16,150,true,30,107,109,1.375,0.829375529498,0.699957831456,-2.43981722771,129,141
L19_SEED_2,29,b08_K,K,8,16,200,true,30,114,118,1.20833333333,0.645785704254,1.0859891059,-2.15949362171,140,144
L19_SEED_2,30,b08_V,V,8,16,175,true,31,102,106,1.34027777778,0.814559755284,0.753632938065,-3.34634559152,138,140
L19_SEED_2,31,b08_CTX_H0,CTX_H0,8,8,75,true,25,37,34,7.83333333333,2.75193043368,-1.30380874795,-6.36294017711,61,81
L19_SEED_2,32,b08_CTX_H1,CTX_H1,8,8,75,true,25,27,32,6.25,2.59916570596,-1.21213847945,-5.97898422098,70,77
L19_SEED_2,33,b08_CTX_CONCAT,CTX_CONCAT,8,16,50,true,28,53,50,6.95833333333,2.7249986673,-1.4277329812,-7.50323142089,83,88
L19_SEED_2,34,b08_ATT_UPDATE,ATT_UPDATE,8,16,50,true,28,32,31,7.09027777778,2.78651664646,-1.46056828604,-7.56010807191,75,90
L19_SEED_2,35,b08_AFTER_ATTN,AFTER_ATTN,8,16,100,true,31,89,94,1.46527777778,0.820655752391,0.777648352735,-2.57124464156,131,142
L19_SEED_2,36,b09_NORM1,NORM1,9,16,100,true,30,99,105,1.42361111111,0.828679006332,0.821511061605,-2.89491609179,130,137
L19_SEED_2,37,b09_Q,Q,9,16,125,true,30,97,106,1.32638888889,0.62885875035,1.03457036969,-1.29067573208,137,142
L19_SEED_2,38,b09_K,K,9,16,175,true,30,98,104,1.45138888889,0.744759591394,1.04887559755,-2.54810817963,128,138
L19_SEED_2,39,b09_V,V,9,16,150,true,30,114,112,1.3125,0.670923712626,1.06551555314,-1.9984358639,136,141
L19_SEED_2,40,b09_CTX_H0,CTX_H0,9,8,50,true,27,20,24,4.72222222222,2.3530619708,-1.04237742631,-4.05474889712,70,91
L19_SEED_2,41,b09_CTX_H1,CTX_H1,9,8,75,true,29,36,40,3.97222222222,1.97406102807,-0.685848174929,-4.30590015499,87,106
L19_SEED_2,42,b09_CTX_CONCAT,CTX_CONCAT,9,16,50,true,31,47,59,3.19444444444,1.78645581643,-0.561593826765,-4.39396181716,96,112
L19_SEED_2,43,b09_ATT_UPDATE,ATT_UPDATE,9,16,50,true,31,44,59,3.875,2.03380672152,-0.792011412581,-4.76342259607,91,101
L19_SEED_2,44,b09_AFTER_ATTN,AFTER_ATTN,9,16,100,true,30,98,105,1.40972222222,0.853006088048,0.695798089573,-2.71929467305,129,141
L19_SEED_2,45,b11_NORM1,NORM1,11,16,75,true,30,97,106,1.48611111111,0.93149987199,0.631295396562,-3.13430278708,128,130
L19_SEED_2,46,b11_Q,Q,11,16,175,true,30,91,96,1.47222222222,0.852417030888,0.632841585258,-2.19851240106,130,141
L19_SEED_2,47,b11_K,K,11,16,200,true,30,101,107,1.33333333333,0.723117071832,0.92314708181,-2.08872243338,136,143
L19_SEED_2,48,b11_V,V,11,16,125,true,30,94,93,1.52083333333,0.898872467238,0.622882645419,-2.80639473336,127,137
L19_SEED_2,49,b11_CTX_H0,CTX_H0,11,8,50,true,26,18,23,6.35416666667,2.68911603746,-1.21508741671,-5.11683441701,67,83
L19_SEED_2,50,b11_CTX_H1,CTX_H1,11,8,75,true,26,18,21,6.47916666667,2.66244980175,-1.3947623177,-5.71112964138,59,88
L19_SEED_2,51,b11_CTX_CONCAT,CTX_CONCAT,11,16,25,true,27,40,39,6.38888888889,2.54033947794,-1.10764447267,-4.91205586616,78,86
L19_SEED_2,52,b11_ATT_UPDATE,ATT_UPDATE,11,16,25,true,18,22,26,7.625,2.8343822625,-1.43529122449,-6.0505656858,70,88
L19_SEED_2,53,b11_AFTER_ATTN,AFTER_ATTN,11,16,100,true,31,85,92,1.61805555556,0.985050643951,0.54196726917,-3.57259141055,127,131
L19_SEED_2,54,b12_NORM1,NORM1,12,16,75,true,30,94,103,1.52777777778,0.970068594434,0.63103703776,-3.53224174953,128,130
L19_SEED_2,55,b12_Q,Q,12,16,175,true,30,95,105,1.44444444444,0.813544598315,0.819710169057,-2.6046577503,129,138
L19_SEED_2,56,b12_K,K,12,16,125,true,30,98,102,1.59722222222,0.843260093503,0.664066052699,-2.5997394677,126,141
L19_SEED_2,57,b12_V,V,12,16,100,true,30,96,102,1.5625,0.886909518585,0.593518196672,-2.55315265834,126,139
L19_SEED_2,58,b12_CTX_H0,CTX_H0,12,8,50,true,20,34,37,5.5625,2.53648647432,-0.979288507667,-4.52784310044,65,70
L19_SEED_2,59,b12_CTX_H1,CTX_H1,12,8,75,true,27,30,35,4.35416666667,2.11789922432,-0.828603235877,-3.95484224823,76,95
L19_SEED_2,60,b12_CTX_CONCAT,CTX_CONCAT,12,16,25,true,23,41,43,4.97916666667,2.34597823507,-0.823595970632,-3.93012258517,76,89
L19_SEED_2,61,b12_ATT_UPDATE,ATT_UPDATE,12,16,25,true,23,25,28,6.07638888889,2.47490844038,-0.871160223232,-3.93027464689,57,68
L19_SEED_2,62,b12_AFTER_ATTN,AFTER_ATTN,12,16,100,true,30,98,102,1.56944444444,1.00807056632,0.481189325604,-3.61294883468,127,131
L19_SEED_2,63,b13_NORM1,NORM1,13,16,75,true,30,92,100,1.54861111111,1.00558687107,0.525968813457,-3.60819816598,128,130
L19_SEED_2,64,b13_Q,Q,13,16,100,true,30,99,104,1.45833333333,0.846843783653,0.60895322447,-2.07865879764,126,140
L19_SEED_2,65,b13_K,K,13,16,200,true,31,84,89,1.60416666667,0.932247559475,0.581537969739,-3.22208861325,125,136
L19_SEED_2,66,b13_V,V,13,16,100,true,30,87,90,1.60416666667,1.05905090389,0.353244305896,-2.95337406664,121,137
L19_SEED_2,67,b13_CTX_H0,CTX_H0,13,8,50,true,25,23,19,5.91666666667,2.53375637619,-1.02678305924,-3.58284939863,60,78
L19_SEED_2,68,b13_CTX_H1,CTX_H1,13,8,50,true,29,4,7,6.09722222222,2.86527997436,-1.48602440794,-5.02256779573,66,85
