arm,seed,start_step,step,layer_param,head0_weight_norm,head1_weight_norm,head_weight_norm_ratio,head0_update_norm,head1_update_norm,head_update_norm_ratio,head0_angular_step,head1_angular_step,full_vs_headwise_update_cosine
candidate,1,2000,2350,layer_000.wk,6.179827752,6.070791964,0.9823561768,0.03631272209,0.03224983095,0.8881138371,1.62027862,1.565626115,
candidate,1,2000,2350,layer_010.wq,6.26108305,6.78048685,1.082957501,0.006621463244,0.008946175511,1.351087393,1.525173843,1.678280931,
candidate,1,2000,2350,layer_018.wq,5.704912493,5.797842092,1.0162894,0.01849708794,0.02053326167,1.110080772,1.628692499,1.588537984,
candidate,1,2000,2400,layer_000.wq,6.155357101,5.977644294,0.9711287575,0.03745014823,0.03359008954,0.8969280799,1.667972733,1.531381853,
candidate,1,2000,2400,layer_000.wk,6.230021352,6.111541861,0.9809824904,0.04615540844,0.04159549456,0.9012052101,1.648655649,1.539667868,
candidate,1,2000,2400,layer_010.wq,6.324772733,6.829594626,1.079816606,0.006525401892,0.01108857186,1.699293322,1.523428992,1.537869292,
candidate,1,2000,2400,layer_018.wq,5.748317978,5.849534514,1.017608027,0.02407225182,0.01804977552,0.7498166625,1.606981089,1.578791688,
candidate,1,2000,2450,layer_000.wq,6.230490732,6.017847966,0.9658706232,0.03309036552,0.03053947399,0.9229113522,1.553654484,1.527241634,
candidate,1,2000,2450,layer_000.wk,6.306658204,6.14489043,0.9743496843,0.03814561897,0.03403557489,0.892253837,1.556105992,1.532526268,
candidate,1,2000,2450,layer_010.wq,6.383505457,6.897071673,1.080452068,0.009277893823,0.01044384825,1.125670163,1.476770419,1.534995982,
candidate,1,2000,2450,layer_018.wq,5.821238952,5.904806467,1.014355624,0.02092758459,0.02425308701,1.158905219,1.559721155,1.654612102,
candidate,1,2000,2500,layer_000.wq,6.328794066,6.104676194,0.9645875866,0.03876319455,0.02995799899,0.7728464936,1.608906517,1.557365214,
candidate,1,2000,2500,layer_000.wk,6.391669753,6.223966118,0.9737621559,0.04397999063,0.03268978369,0.7432876456,1.604053635,1.55872359,
candidate,1,2000,2500,layer_010.wq,6.425731854,6.964295751,1.083813628,0.007984101873,0.007501898155,0.9396045133,1.633688701,1.634724592,
candidate,1,2000,2500,layer_018.wq,5.876913679,5.926174895,1.008382158,0.02063341776,0.02418300864,1.172031165,1.522220992,1.518390004,
candidate,1,2000,2550,layer_000.wq,6.395491362,6.149363952,0.9615154808,0.03836147054,0.03201018765,0.8344358858,1.58689355,1.582427544,
candidate,1,2000,2550,layer_000.wk,6.458721915,6.267170471,0.9703422061,0.03928822006,0.03436652803,0.8747285569,1.586359925,1.581426364,
candidate,1,2000,2550,layer_010.wq,6.458853377,7.029325551,1.088324063,0.01385533167,0.00831741157,0.6003040396,1.51615528,1.615369522,
candidate,1,2000,2550,layer_018.wq,5.923961984,5.958612767,1.005849258,0.0257701194,0.02061187115,0.7998360749,1.588841688,1.514121626,
candidate,1,2000,2600,layer_000.wq,6.43965823,6.216332441,0.965320242,0.02511331142,0.0223302392,0.8891794007,1.478321393,1.624339307,
candidate,1,2000,2600,layer_000.wk,6.501743472,6.336175958,0.9745349051,0.03144386857,0.02473245122,0.7865587903,1.497683614,1.618219551,
candidate,1,2000,2600,layer_010.wq,6.503637349,7.094350182,1.090828071,0.009130069831,0.01040308091,1.139430596,1.650417216,1.62118735,
candidate,1,2000,2600,layer_018.wq,5.958797744,6.014629257,1.009369594,0.02073500926,0.0225048295,1.085354205,1.586591811,1.575378443,
candidate,1,2000,2650,layer_000.wq,6.541045649,6.306782248,0.9641856344,0.04035175766,0.03491056343,0.8651559549,1.500115718,1.528961333,
candidate,1,2000,2650,layer_000.wk,6.589389602,6.423110805,0.9747656752,0.04152237023,0.03828121966,0.9219420629,1.502616252,1.533338022,
candidate,1,2000,2650,layer_010.wq,6.576244933,7.161218382,1.088952503,0.009502887579,0.01389125074,1.4617926,1.521239813,1.544514101,
candidate,1,2000,2650,layer_018.wq,5.973201424,6.092169875,1.019917033,0.02158072769,0.02636372881,1.221632986,1.485504457,1.585112392,
candidate,1,2000,2700,layer_000.wq,6.632820725,6.392135543,0.9637129976,0.02993410439,0.03189141467,1.065387301,1.522311788,1.44164041,
candidate,1,2000,2700,layer_000.wk,6.69421569,6.507815349,0.9721550142,0.03838202352,0.04032122529,1.050523698,1.533335994,1.47056941,
candidate,1,2000,2700,layer_010.wq,6.643721502,7.184054791,1.081329913,0.009145850209,0.00850008586,0.9293926389,1.594752101,1.470380836,
candidate,1,2000,2700,layer_018.wq,5.999553568,6.133604085,1.022343415,0.02446648552,0.02310112248,0.9441945578,1.561798082,1.538195589,
candidate,1,2000,2750,layer_000.wq,6.685089601,6.44590627,0.9642213725,0.02877494939,0.02363253693,0.8212885661,1.587239473,1.576740158,
candidate,1,2000,2750,layer_000.wk,6.745467411,6.55938908,0.9724143162,0.03191862799,0.02682587347,0.8404456946,1.585487166,1.575942014,
candidate,1,2000,2750,layer_010.wq,6.713714159,7.227839313,1.07657835,0.006145680862,0.005756675422,0.9367026293,1.652342157,1.571707142,
candidate,1,2000,2750,layer_018.wq,6.049035993,6.172759775,1.020453471,0.0218413594,0.03735829587,1.710438219,1.559654296,1.585722433,
candidate,1,2000,2800,layer_000.wq,6.770347001,6.502656273,0.9604612987,0.03465008787,0.02765475187,0.798114913,1.517769549,1.521333381,
candidate,1,2000,2800,layer_000.wk,6.814781633,6.621888152,0.9716948405,0.04445563239,0.03373252947,0.7587909036,1.529742823,1.530981265,
candidate,1,2000,2800,layer_010.wq,6.785705374,7.305353564,1.076579834,0.0103308985,0.01093425632,1.058403227,1.568615771,1.603438322,
candidate,1,2000,2800,layer_018.wq,6.099984141,6.236965944,1.022456092,0.01897899466,0.02109855212,1.111679122,1.558908508,1.609802926,
candidate,1,2000,2850,layer_000.wq,6.883207189,6.592829117,0.9578135506,0.05421220101,0.03109642388,0.573605633,1.411205655,1.550258587,
candidate,1,2000,2850,layer_000.wk,6.920092677,6.711759061,0.9698943893,0.09141611049,0.03723482036,0.4073113608,1.476920519,1.553948669,
candidate,1,2000,2850,layer_010.wq,6.829468585,7.376229874,1.080059126,0.01643507481,0.01145564603,0.6970242701,1.616636103,1.486156329,
candidate,1,2000,2850,layer_018.wq,6.14396906,6.272559676,1.020929568,0.02344803126,0.02876094731,1.226582607,1.556862273,1.520375485,
candidate,1,2000,2900,layer_000.wq,6.963592821,6.644555154,0.954184905,0.02379165001,0.02607870218,1.096128354,1.478446,1.597247974,
candidate,1,2000,2900,layer_000.wk,6.997282754,6.767477978,0.9671579978,0.0282263446,0.02772906817,0.9823825425,1.493362826,1.595221351,
candidate,1,2000,2900,layer_010.wq,6.862891186,7.462735538,1.087404031,0.006124168726,0.005383864828,0.8791176515,1.576130062,1.520244206,
candidate,1,2000,2900,layer_018.wq,6.212580265,6.258386385,1.007373123,0.02048718467,0.02765117094,1.349681344,1.574695874,1.53496417,
candidate,1,2000,2950,layer_000.wq,7.055873972,6.706217437,0.9504446173,0.03364069488,0.02474437193,0.7355487756,1.478215205,1.481719062,
candidate,1,2000,2950,layer_000.wk,7.084335994,6.819557642,0.9626248174,0.03544634821,0.02576326704,0.7268242945,1.483297699,1.486675863,
candidate,1,2000,2950,layer_010.wq,6.898516936,7.527602814,1.091191467,0.009157574052,0.008047631453,0.8787951271,1.540185928,1.679096047,
candidate,1,2000,2950,layer_018.wq,6.281280611,6.290752935,1.001508024,0.02138674286,0.02010911512,0.940260761,1.582668017,1.636507797,
candidate,1,2000,3000,layer_000.wq,7.105763304,6.761893078,0.9516068561,0.03212682675,0.02382791065,0.7416826701,1.598606241,1.517551667,
candidate,1,2000,3000,layer_000.wk,7.137242177,6.869325937,0.9624622182,0.03939651834,0.02699939135,0.6853242999,1.593373563,1.524546318,
candidate,1,2000,3000,layer_010.wq,6.974261986,7.60250667,1.090080454,0.006722538975,0.008283789454,1.232241194,1.502201092,1.581563463,
candidate,1,2000,3000,layer_018.wq,6.324484201,6.348405882,1.003782393,0.01925926037,0.01993866903,1.035276986,1.599548755,1.594845586,
candidate,1,2000,3050,layer_000.wq,7.200058504,6.805649938,0.9452214776,0.03241203681,0.02625966922,0.8101826296,1.527085451,1.547040168,
candidate,1,2000,3050,layer_000.wk,7.226931312,6.912708151,0.9565205276,0.0395749702,0.02783504429,0.7033497221,1.535133884,1.548732074,
candidate,1,2000,3050,layer_010.wq,7.055368323,7.649667185,1.08423357,0.01364593407,0.01203151739,0.8816924759,1.481589675,1.583894754,
candidate,1,2000,3050,layer_018.wq,6.372044042,6.393478179,1.003363777,0.02240968859,0.02488439029,1.11042999,1.560894736,1.549227542,
candidate,1,2000,3100,layer_000.wq,7.291917639,6.873290268,0.9425902222,0.02939113238,0.01918516946,0.6527536676,1.709071184,1.55714526,
candidate,1,2000,3100,layer_000.wk,7.323558477,6.975269467,0.9524426532,0.03241483466,0.02047018221,0.6315066058,1.695557008,1.558189306,
candidate,1,2000,3100,layer_010.wq,7.132806637,7.732976754,1.08414221,0.00966770866,0.008111239549,0.8390033082,1.670324622,1.649481123,
candidate,1,2000,3100,layer_018.wq,6.41519239,6.428490621,1.002072928,0.01892173298,0.01835523329,0.970060898,1.633030166,1.549298841,
candidate,1,2000,3150,layer_000.wq,7.36070679,6.945898606,0.9436456041,0.02710855979,0.02811763507,1.037223493,1.566286796,1.49924405,
candidate,1,2000,3150,layer_000.wk,7.40187102,7.043088079,0.9515280744,0.03131059376,0.02956269735,0.9441755585,1.566913716,1.503687609,
candidate,1,2000,3150,layer_010.wq,7.180305539,7.784938943,1.084207197,0.01005630802,0.01752136006,1.742325316,1.511731284,1.59351928,
candidate,1,2000,3150,layer_018.wq,6.477906579,6.422544057,0.99145364,0.0205986901,0.02134940753,1.036444911,1.555207059,1.565826567,
candidate,1,2000,3200,layer_000.wq,7.430768085,6.988080258,0.9404250245,0.03220140245,0.03074198626,0.9546784899,1.616401916,1.576633201,
candidate,1,2000,3200,layer_000.wk,7.473665203,7.092346898,0.9489784068,0.03262076188,0.02874066227,0.8810542922,1.615556657,1.576947866,
candidate,1,2000,3200,layer_010.wq,7.216689084,7.828206574,1.084736571,0.01256359042,0.005810671698,0.4625008859,1.576259033,1.617469634,
candidate,1,2000,3200,layer_018.wq,6.539955032,6.469200546,0.9891811969,0.0335070888,0.0311189851,0.9287284038,1.585088826,1.615317338,
candidate,1,2000,3250,layer_000.wq,7.492996675,7.072499685,0.9438813324,0.02538765705,0.02039559622,0.8033666195,1.569252872,1.551243555,
candidate,1,2000,3250,layer_000.wk,7.531348118,7.163079546,0.9511019054,0.03417410685,0.02357612764,0.6898827745,1.569655543,1.554095501,
candidate,1,2000,3250,layer_010.wq,7.272236855,7.89551993,1.085707202,0.009191275595,0.006456696229,0.7024809736,1.481598778,1.560300083,
candidate,1,2000,3250,layer_018.wq,6.604414241,6.518544436,0.9869981194,0.02340631142,0.02361232291,1.008801536,1.542479791,1.56916902,
candidate,1,2000,3300,layer_000.wq,7.527811333,7.175828324,0.9532423179,0.0249898771,0.02338658671,0.9358424061,1.557748383,1.631972591,
candidate,1,2000,3300,layer_000.wk,7.571746148,7.256674626,0.9583885255,0.02898237623,0.0272186871,0.9391461514,1.559611178,1.622764992,
candidate,1,2000,3300,layer_010.wq,7.341791367,7.947041548,1.082439033,0.009917674468,0.008553167023,0.8624165928,1.601545302,1.544826835,
candidate,1,2000,3300,layer_018.wq,6.640934764,6.586202045,0.9917582809,0.02632033804,0.02164441075,0.8223454697,1.582385446,1.555636611,
candidate,1,2000,3350,layer_000.wq,7.571757363,7.241250042,0.9563499852,0.02328265516,0.02202259337,0.9458798069,1.60845818,1.587545315,
candidate,1,2000,3350,layer_000.wk,7.620610358,7.329697782,0.9618255544,0.02804429638,0.02371321832,0.8455629623,1.60186078,1.586163383,
candidate,1,2000,3350,layer_010.wq,7.401046884,7.985785925,1.079007612,0.01267399099,0.0142082272,1.121053914,1.680104432,1.581256265,
candidate,1,2000,3350,layer_018.wq,6.709130635,6.603796124,0.984299827,0.02684299275,0.02046331394,0.7623335491,1.610391603,1.564947691,
candidate,1,2000,3400,layer_000.wq,7.678169262,7.342094823,0.9562298736,0.02473176248,0.02500262588,1.010952046,1.542380526,1.551024255,
candidate,1,2000,3400,layer_000.wk,7.715940027,7.424757364,0.962262192,0.02556926019,0.02959247701,1.157345844,1.543446076,1.554277261,
candidate,1,2000,3400,layer_010.wq,7.443511518,8.026356314,1.078302397,0.008249893098,0.007257667617,0.8797286863,1.533733003,1.604989436,
candidate,1,2000,3400,layer_018.wq,6.750921823,6.668571591,0.9878016316,0.02413804043,0.0185305409,0.7676903579,1.60451182,1.516409835,
candidate,1,2000,3450,layer_000.wq,7.743601294,7.390354348,0.9543820849,0.03582356296,0.02026036482,0.5655597363,1.457295911,1.502163258,
candidate,1,2000,3450,layer_000.wk,7.79728439,7.474753709,0.9586355115,0.03780920903,0.02568768989,0.6794029959,1.464023459,1.517291835,
candidate,1,2000,3450,layer_010.wq,7.492561858,8.054859827,1.075047491,0.01840205053,0.01189333955,0.646305124,1.534369119,1.668614946,
candidate,1,2000,3450,layer_018.wq,6.783623748,6.680105849,0.9847400294,0.01893484392,0.02176039791,1.149225101,1.573801339,1.503161273,
candidate,1,2000,3500,layer_000.wq,7.804959217,7.447387519,0.9541866026,0.03138592632,0.0223041515,0.7106418102,1.574546735,1.58103714,
candidate,1,2000,3500,layer_000.wk,7.855091798,7.535896959,0.9593645947,0.03473335383,0.02271604444,0.6540124098,1.574163653,1.580733349,
candidate,1,2000,3500,layer_010.wq,7.539649377,8.101623944,1.074535902,0.01863675042,0.01093891036,0.5869537398,1.530772799,1.592158845,
candidate,1,2000,3500,layer_018.wq,6.835320332,6.728876167,0.9844273334,0.02575844541,0.02327887314,0.9037375031,1.566674133,1.565495516,
candidate,1,2000,3550,layer_000.wq,7.880348042,7.525801779,0.9550088065,0.02757967664,0.02070403713,0.7506990527,1.554629003,1.624096202,
candidate,1,2000,3550,layer_000.wk,7.92547009,7.61200958,0.9604489695,0.03192019157,0.02218066635,0.6948788606,1.556907131,1.619980972,
candidate,1,2000,3550,layer_010.wq,7.604370798,8.179641269,1.075649976,0.01662649063,0.009721358028,0.5846909156,1.476244246,1.614329868,
candidate,1,2000,3550,layer_018.wq,6.899350785,6.758997614,0.9796570467,0.02079163843,0.02310637981,1.111330398,1.539658506,1.597663576,
candidate,1,2000,3600,layer_000.wq,7.962724368,7.618103132,0.9567206875,0.03093899538,0.02643343715,0.8543728336,1.554550576,1.688834561,
candidate,1,2000,3600,layer_000.wk,8.002279958,7.690799013,0.961075975,0.03395732647,0.02701116581,0.7954444185,1.55606788,1.685201907,
candidate,1,2000,3600,layer_010.wq,7.649196705,8.245459797,1.077951073,0.009985651684,0.01121354883,1.12296615,1.492933823,1.570836814,
candidate,1,2000,3600,layer_018.wq,6.953998606,6.797892512,0.9775516069,0.02809362381,0.02592129836,0.9226754988,1.598740646,1.575458148,
candidate,1,2000,3650,layer_000.wq,7.99029456,7.64919705,0.9573110218,0.02478975522,0.01800060865,0.7261309554,1.614769579,1.620773677,
candidate,1,2000,3650,layer_000.wk,8.039892375,7.716755278,0.9598082808,0.02656951392,0.02002854474,0.7538167539,1.611569086,1.615316299,
candidate,1,2000,3650,layer_010.wq,7.686118985,8.30594893,1.080642773,0.007473857307,0.006929092723,0.9271106522,1.507625526,1.598561496,
candidate,1,2000,3650,layer_018.wq,6.969226287,6.84910241,0.9827636711,0.01707427365,0.01777560601,1.041075385,1.599729725,1.520207605,
candidate,1,2000,3700,layer_000.wq,8.024448132,7.750525945,0.9658640467,0.0226606302,0.01795325722,0.7922664578,1.595025127,1.61600126,
candidate,1,2000,3700,layer_000.wk,8.078078227,7.811452966,0.9669939739,0.02563117638,0.02303529591,0.8987217585,1.592074416,1.605748574,
candidate,1,2000,3700,layer_010.wq,7.70599969,8.333308369,1.08140523,0.008581816755,0.009620709275,1.121057411,1.524982373,1.586817285,
candidate,1,2000,3700,layer_018.wq,6.988961248,6.891070479,0.9859935167,0.02093801678,0.02227982168,1.064084623,1.642769452,1.546004334,
candidate,1,2000,3750,layer_000.wq,8.116678004,7.802678281,0.9613142565,0.0196461509,0.01873521728,0.9536329728,1.574903753,1.603418317,
candidate,1,2000,3750,layer_000.wk,8.150836837,7.86774885,0.9652688439,0.02186220844,0.01953747822,0.893664438,1.574471933,1.601819523,
candidate,1,2000,3750,layer_010.wq,7.76276775,8.389644617,1.080754299,0.007888660782,0.01377130324,1.745708634,1.497297906,1.531085296,
candidate,1,2000,3750,layer_018.wq,7.053059878,6.974107214,0.9888058991,0.01731226187,0.02184728942,1.261954653,1.561206712,1.557410895,
candidate,1,2000,3800,layer_000.wq,8.213863776,7.828747101,0.9531138225,0.0264463927,0.02021687317,0.7644472876,1.574328221,1.626108933,
candidate,1,2000,3800,layer_000.wk,8.250593178,7.904270297,0.9580244871,0.02777265253,0.02073369747,0.7465508543,1.574144582,1.62421301,
candidate,1,2000,3800,layer_010.wq,7.81909288,8.424103384,1.077376048,0.007464931156,0.01213488213,1.62558527,1.573364182,1.518004399,
candidate,1,2000,3800,layer_018.wq,7.102082606,7.021745452,0.9886882259,0.0241362908,0.02723257519,1.128283356,1.568278683,1.59250252,
candidate,1,2000,3850,layer_000.wq,8.297145425,7.882078274,0.9499747046,0.02493100744,0.01821371323,0.7305646704,1.590976466,1.568786369,
candidate,1,2000,3850,layer_000.wk,8.347438099,7.946214959,0.9519345774,0.02457856277,0.02024564356,0.8237114495,1.591142532,1.569002687,
candidate,1,2000,3850,layer_010.wq,7.879611538,8.472072541,1.075189113,0.0101331615,0.01280857181,1.264025231,1.616456357,1.590601082,
candidate,1,2000,3850,layer_018.wq,7.150580263,7.059053387,0.9872000771,0.0226625786,0.01881289067,0.8301301893,1.582896609,1.602477611,
candidate,1,2000,3900,layer_000.wq,8.380067606,7.980057369,0.9522664666,0.02381968539,0.01397082162,0.5865241877,1.588632768,1.54392274,
candidate,1,2000,3900,layer_000.wk,8.427505076,8.03734919,0.9537044615,0.02587510804,0.01576640453,0.6093270995,1.587123349,1.547153669,
candidate,1,2000,3900,layer_010.wq,7.923670798,8.513636249,1.074456078,0.00951127847,0.008068685671,0.8483281924,1.669054825,1.560995211,
candidate,1,2000,3900,layer_018.wq,7.194338209,7.060399676,0.9813827862,0.02103828142,0.02135830429,1.015211455,1.542857461,1.579901818,
candidate,1,2000,3950,layer_000.wq,8.449890273,8.016396918,0.948698345,0.03167572337,0.0189659084,0.5987521793,1.66222569,1.583143534,
candidate,1,2000,3950,layer_000.wk,8.509218384,8.075720019,0.9490554425,0.02793515667,0.02144598472,0.7677059046,1.673784017,1.581635396,
candidate,1,2000,3950,layer_010.wq,7.961245415,8.553528524,1.074395786,0.008622351224,0.008242269734,0.9559190433,1.678786945,1.615261589,
candidate,1,2000,3950,layer_018.wq,7.236575885,7.096132578,0.9805925745,0.02050876124,0.02158025605,1.052245711,1.599695538,1.649141486,
candidate,1,2000,4000,layer_000.wq,8.506436637,8.085950448,0.9505684687,0.02617984484,0.01489302379,0.5688736462,1.62211138,1.574415883,
candidate,1,2000,4000,layer_000.wk,8.563268349,8.142818964,0.9509008282,0.03333190113,0.01736838862,0.5210740472,1.6108263,1.573878345,
candidate,1,2000,4000,layer_010.wq,8.039419477,8.591634911,1.068688471,0.00979143354,0.01075901598,1.098819282,1.625877917,1.570412238,
candidate,1,2000,4000,layer_018.wq,7.301231838,7.138222186,0.9776736781,0.02415836531,0.02158036009,0.8932872654,1.634126731,1.613930234,
