"configuration_id","case_id","length","selected_first_error","final_first_error","local_hit","drift_hit","near_gold","delta_rank_mean","delta_margin_mean","rank1_cross_selected_on_final_prefix","rank1_cross_final_on_selected_prefix","corroboration_computed","attribution"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_1_suffix_3_rollout_8","8","1","1","true","true","false","2.7142857142857144","0.11743874102830887","0.14285714285714285","0.14285714285714285","true","MIXED"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_1_suffix_4_rollout_4","4","1","1","true","true","false","2.3333333333333335","0.10027589276432991","0","0","true","MIXED"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_1_suffix_4_rollout_8","8","1","2","true","true","false","1.5714285714285714","0.025191522868616239","0","0.2857142857142857","true","MIXED"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_1_suffix_5_rollout_4","4","1","2","true","true","false","3.3333333333333335","0.04587691525618235","0","0.33333333333333331","true","MIXED"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_1_suffix_5_rollout_8","8","1","1","true","true","false","4","0.22138430976441928","0","0","true","MIXED"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_2_suffix_3_rollout_4","4","1","2","true","false","false","0","-0.02605275313059489","0","0","true","LOCAL_LOGIT_RANKING_FAILURE"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_2_suffix_3_rollout_8","8","1","2","true","false","false","0.5714285714285714","-0.032506033778190613","0.42857142857142855","0.2857142857142857","true","LOCAL_LOGIT_RANKING_FAILURE"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_2_suffix_4_rollout_4","4","1","2","true","false","false","0","-0.071713129679361984","0.33333333333333331","0","true","LOCAL_LOGIT_RANKING_FAILURE"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_2_suffix_4_rollout_8","8","1","2","true","false","false","0","-0.031576922961643765","0.2857142857142857","0.2857142857142857","true","LOCAL_LOGIT_RANKING_FAILURE"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_2_suffix_5_rollout_4","4","1","2","true","false","false","0","-0.019920706748962402","0.33333333333333331","0","true","LOCAL_LOGIT_RANKING_FAILURE"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_2_suffix_5_rollout_8","8","1","1","true","false","false","0","-0.047288247517177036","0.42857142857142855","0.42857142857142855","true","LOCAL_LOGIT_RANKING_FAILURE"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_3_suffix_3_rollout_4","4","1","1","true","true","false","4.333333333333333","0.011338401896258196","0.33333333333333331","0","true","MIXED"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_3_suffix_3_rollout_8","8","1","2","true","true","false","1.1428571428571428","0.057737186983493824","0.14285714285714285","0","true","MIXED"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_3_suffix_4_rollout_4","4","1","2","true","true","false","3","0.049359086280067764","0","0","true","MIXED"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_3_suffix_4_rollout_8","8","1","1","true","true","false","0.7142857142857143","0.031348207167216709","0","0.2857142857142857","true","MIXED"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_3_suffix_5_rollout_4","4","1","1","true","true","false","2.3333333333333335","0.11545614385977387","0","0.33333333333333331","true","MIXED"
"L19_SEED_2","AR_DEVELOPMENT_V3_active_3_suffix_5_rollout_8","8","2","4","true","false","false","-0.83333333333333337","-0.043698525056242943","0","0","true","LOCAL_LOGIT_RANKING_FAILURE"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_0_suffix_3_rollout_4","4","1","-1","true","true","false","2","0.54805489877859748","0","0","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_0_suffix_3_rollout_8","8","1","1","true","true","false","1.8571428571428572","0.54203901759215767","0","0","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_0_suffix_4_rollout_4","4","1","-1","true","true","false","1.6666666666666667","0.44088951994975406","0","0.33333333333333331","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_0_suffix_4_rollout_8","8","1","-1","true","true","false","3","0.60177608472960331","0.2857142857142857","0","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_0_suffix_5_rollout_4","4","1","-1","true","true","false","2.6666666666666665","0.57147769629955292","0.33333333333333331","0","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_0_suffix_5_rollout_8","8","1","-1","true","true","false","2.8571428571428572","0.57710768069539753","0.14285714285714285","0.14285714285714285","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_1_suffix_3_rollout_4","4","1","1","true","true","false","2.6666666666666665","0.63808160026868188","0","0","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_1_suffix_3_rollout_8","8","1","1","true","true","false","2.8571428571428572","0.17786041381103651","0.14285714285714285","0.14285714285714285","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_1_suffix_4_rollout_4","4","1","1","true","true","false","3.6666666666666665","0.27888989634811878","0","0","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_1_suffix_4_rollout_8","8","1","1","true","true","false","5.8571428571428568","0.34526336139866282","0.14285714285714285","0.14285714285714285","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_1_suffix_5_rollout_4","4","1","1","true","true","false","7.333333333333333","0.27111707379420596","0","0","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_1_suffix_5_rollout_8","8","1","1","true","true","false","2.7142857142857144","0.1402249996151243","0.14285714285714285","0.14285714285714285","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_2_suffix_3_rollout_4","4","1","2","true","false","false","0","0.10476573308308919","0.33333333333333331","0","true","LOCAL_LOGIT_RANKING_FAILURE"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_2_suffix_3_rollout_8","8","1","2","true","true","false","0.14285714285714285","0.16425658975328719","0.42857142857142855","0.2857142857142857","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_2_suffix_4_rollout_4","4","1","2","true","true","false","0.66666666666666663","0.20670060316721597","0.66666666666666663","0","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_2_suffix_4_rollout_8","8","1","1","true","false","false","0","0.13031343051365443","0.5714285714285714","0.42857142857142855","true","LOCAL_LOGIT_RANKING_FAILURE"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_2_suffix_5_rollout_4","4","1","1","true","false","false","0","0.12780988216400146","0.66666666666666663","0.33333333333333331","true","LOCAL_LOGIT_RANKING_FAILURE"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_2_suffix_5_rollout_8","8","1","1","true","false","false","0","0.15884215491158621","0.5714285714285714","0.42857142857142855","true","LOCAL_LOGIT_RANKING_FAILURE"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_3_suffix_3_rollout_4","4","1","1","true","true","false","3.3333333333333335","0.20349083840847015","0","0","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_3_suffix_3_rollout_8","8","1","1","true","true","false","9.2857142857142865","0.90659619708146366","0","0","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_3_suffix_4_rollout_4","4","1","1","true","true","false","2","0.12215982874234517","0","0","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_3_suffix_4_rollout_8","8","2","4","true","true","false","1.8333333333333333","0.074469414850076035","0","0","true","MIXED"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_3_suffix_5_rollout_4","4","2","-1","true","false","false","0","-0.010440230369567871","0","0.5","true","LOCAL_LOGIT_RANKING_FAILURE"
"L19_SEED_4","AR_DEVELOPMENT_V3_active_3_suffix_5_rollout_8","8","1","1","true","true","false","2","0.26063701510429382","0.14285714285714285","0","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_0_suffix_3_rollout_4","4","1","1","true","true","false","1.6666666666666667","0.17134795089562735","0","0","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_0_suffix_3_rollout_8","8","1","-1","true","true","false","3.2857142857142856","0.27808519931776182","0.42857142857142855","0","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_0_suffix_4_rollout_4","4","1","-1","true","true","false","1.3333333333333333","0.20056029657522836","0.33333333333333331","0","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_0_suffix_4_rollout_8","8","1","-1","true","true","false","2","0.22898277387555158","0.5714285714285714","0.14285714285714285","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_0_suffix_5_rollout_4","4","1","-1","true","true","false","3.3333333333333335","0.25928503274917603","1","0","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_0_suffix_5_rollout_8","8","1","-1","true","true","false","3.4285714285714284","0.20899416080542974","0.42857142857142855","0.14285714285714285","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_1_suffix_3_rollout_4","4","1","1","false","true","false","5.666666666666667","0.1792948960016171","0","0","true","NO_CLEAR_ATTRIBUTION"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_1_suffix_3_rollout_8","8","1","2","true","true","false","1","0.0040714483974235395","0.14285714285714285","0.2857142857142857","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_1_suffix_4_rollout_4","4","1","2","true","true","false","3.3333333333333335","0.059100614239772163","0","0","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_1_suffix_4_rollout_8","8","1","1","true","true","false","1.8571428571428572","-0.0066244547654475483","0.14285714285714285","0.42857142857142855","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_1_suffix_5_rollout_4","4","1","1","true","true","false","1.6666666666666667","-0.047795926531155906","0","0.33333333333333331","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_1_suffix_5_rollout_8","8","1","1","true","true","false","2","0.062179562768765857","0.2857142857142857","0","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_2_suffix_3_rollout_4","4","1","1","true","false","false","0","0.0012494524319966633","0.33333333333333331","0","true","LOCAL_LOGIT_RANKING_FAILURE"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_2_suffix_3_rollout_8","8","1","-1","true","false","false","0.7142857142857143","-0.011104443243571691","0.2857142857142857","0.14285714285714285","true","LOCAL_LOGIT_RANKING_FAILURE"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_2_suffix_4_rollout_4","4","1","-1","true","false","false","-0.33333333333333331","-0.056144237518310547","0","0","true","LOCAL_LOGIT_RANKING_FAILURE"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_2_suffix_4_rollout_8","8","1","1","true","false","false","-0.14285714285714285","-0.041349334376198907","0.2857142857142857","0.2857142857142857","true","LOCAL_LOGIT_RANKING_FAILURE"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_2_suffix_5_rollout_4","4","1","2","true","false","false","-0.33333333333333331","-0.046900371710459389","0.33333333333333331","0.33333333333333331","true","LOCAL_LOGIT_RANKING_FAILURE"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_2_suffix_5_rollout_8","8","1","-1","true","false","false","-0.14285714285714285","-0.048069809164319723","0.42857142857142855","0.42857142857142855","true","LOCAL_LOGIT_RANKING_FAILURE"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_3_suffix_3_rollout_4","4","1","1","true","true","false","5","0.067101490373412773","0","0","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_3_suffix_3_rollout_8","8","1","2","true","true","false","1.2857142857142858","0.077442420247410021","0","0","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_3_suffix_4_rollout_4","4","1","2","true","true","false","3","0.075970975061257676","0","0","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_3_suffix_4_rollout_8","8","1","1","true","true","false","0.42857142857142855","0.039807412615378519","0","0.14285714285714285","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_3_suffix_5_rollout_4","4","1","1","true","true","false","2","0.10729067462186019","0","0.33333333333333331","true","MIXED"
"L18_SEED_2_CONTROL","AR_DEVELOPMENT_V3_active_3_suffix_5_rollout_8","8","1","5","true","true","false","0.42857142857142855","0.035287177190184593","0","0","true","MIXED"
