seed,step,layer_param,suffix,arm,input_mode,head,update_rms_full,update_rms_split,update_norm_full,update_norm_split,update_weight_ratio_full,update_weight_ratio_split,cosine_full_split,relative_l2_full_split,max_abs_diff,angular_step_full_rad,angular_step_split_rad,weight_rms,momentum_rms,head0_update_norm_split,head1_update_norm_split,head_update_norm_ratio_h1_over_h0,head0_angular_step_split_rad,head1_angular_step_split_rad,head_angular_step_ratio_h1_over_h0
1,500,layer_006.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005062002868454954,0.0005707129286129031,0.03239681835811171,0.0365256274312258,0.005361357542147563,0.006044635184400509,0.7462057223141002,0.7671507842751855,0.0016431354736580958,1.6369320708556263,1.6067949263563324,0.09441643890862955,2.860826898945488e-06,0.02584276522871311,0.025812263453217948,0.9988197170378164,1.6012049288074337,1.6123415021988179,1.006955120603881
1,500,layer_007.wq,wq,wqwk,momentum_proxy,0,0.0005078323598753861,0.000582574055825569,0.022981869143926567,0.026364292186727048,0.005627262454971567,0.006455471077881246,0.7385032105553173,0.788433892489296,0.0013640691780134467,1.6632812456318669,1.631248597182161,0.09024501059600072,4.712063532397856e-06,,,,,,
1,500,layer_007.wq,wq,wqwk,momentum_proxy,1,0.0005027936379527194,0.0005640094033296471,0.022753842619764594,0.025524151919831806,0.005534651450305398,0.006208502308889308,0.7582319792120371,0.7464787622642233,0.0013177933994428792,1.639703584357102,1.6126755283450542,0.09084467964554044,4.83591037716391e-06,,,,,,
1,500,layer_007.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005053192793186966,0.0005733668710194711,0.03234043387639658,0.03669547974524615,0.005580842377952452,0.006332372942931703,0.7481117545540571,0.7679520388032881,0.0013640691780134467,1.6515037491119642,1.6220697088814804,0.0905453415625927,4.774388542489779e-06,0.026364292186727048,0.025524151919831806,0.9681334032810407,1.631248597182161,1.6126755283450542,0.9886142008831822
1,500,layer_008.wq,wq,wqwk,momentum_proxy,0,0.0005073270768916452,0.0005855977192463812,0.022959002646376403,0.0265011275728955,0.005419185651817626,0.006255259974138742,0.7623830275512369,0.7565419338310264,0.0013459128958155306,1.6562685243665491,1.64045300003809,0.09361684752790944,3.768094928614177e-06,,,,,,
1,500,layer_008.wq,wq,wqwk,momentum_proxy,1,0.0004953257220167936,0.0005584306553352774,0.022415883323788643,0.02527168660544143,0.005522432844735642,0.006225995653878496,0.7302301727254545,0.7902584806726289,0.0014136295077138497,1.6606473931941415,1.622859956381556,0.08969338984157532,4.017942523013222e-06,,,,,,
1,500,layer_008.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005013623110281022,0.0005721754475703893,0.03208718790579855,0.036619228644504925,0.005468843633721582,0.0062412710030007165,0.7468288671920404,0.7731803951885968,0.0014136295077138497,1.658380793952025,1.632050915192755,0.09167611008964291,3.89502256150627e-06,0.0265011275728955,0.02527168660544143,0.9536079752051191,1.64045300003809,1.622859956381556,0.9892754966730986
1,500,layer_009.wq,wq,wqwk,momentum_proxy,0,0.0004920104512217775,0.0005631493991822674,0.0222658512943086,0.02548523257490632,0.005351776695756381,0.006125580916602015,0.7021716607084268,0.8382645342943955,0.0014273506828989674,1.6716833600878473,1.6584590900004306,0.09193403970160235,2.8568837795828297e-06,,,,,,
1,500,layer_009.wq,wq,wqwk,momentum_proxy,1,0.0005110783482295499,0.0005688617452140807,0.023128765808047007,0.025743743846303395,0.005525641403994808,0.006150379923924796,0.7987509829316151,0.6788137495317451,0.0015022027901812757,1.6496549533834308,1.6147546916189415,0.09249213093344454,5.525498511708002e-06,,,,,,
1,500,layer_009.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005016350078196806,0.0005660127785515794,0.03210464050045956,0.03622481782730108,0.005439929802894507,0.0061380679874094395,0.7515495909200748,0.7596980458541274,0.0015022027901812757,1.6604095363821636,1.6364146424527197,0.09221350752591848,4.398461022501553e-06,0.02548523257490632,0.025743743846303395,1.0101435712088267,1.6584590900004306,1.6147546916189415,0.973647587302574
1,500,layer_010.wq,wq,wqwk,momentum_proxy,0,0.0004789557987913213,0.0005798148541489415,0.02167506516569363,0.026239424972889953,0.0055200584890482,0.006682478666712205,0.6920497880345402,0.8887867280023863,0.0013572307372712172,1.627219527177635,1.6001106872453825,0.08676643549005325,3.741650554429803e-06,,,,,,
1,500,layer_010.wq,wq,wqwk,momentum_proxy,1,0.0005056571762896764,0.0005555201194696458,0.022883431571844588,0.025139970788003046,0.0054822922309261165,0.006022902033030566,0.8255267340776007,0.6269610654643318,0.0012205896626281063,1.5818056700576244,1.5652129097540417,0.09223462650115906,1.0027988058674975e-05,,,,,,
1,500,layer_010.wq,wq,wqwk,momentum_proxy,head_ratio,0.0004924874806170618,0.0005677974410946777,0.031519198759491954,0.03633903623005937,0.005500055032602492,0.006341109766848778,0.7582772417670602,0.7620738598778594,0.0013572307372712172,1.6031954974251426,1.5824844640908782,0.08954228234040577,7.568371468697634e-06,0.026239424972889953,0.025139970788003046,0.958099150952323,1.6001106872453825,1.5652129097540417,0.9781903978459028
1,500,layer_011.wq,wq,wqwk,momentum_proxy,0,0.0004842798801211416,0.0005497628712439946,0.021916005582455524,0.024879427475277785,0.005352565231079708,0.006076324354468454,0.7313359572478384,0.7926334664306509,0.0013436022659331047,1.653599491169599,1.604360106333131,0.09047622200083935,7.931426800135021e-06,,,,,,
1,500,layer_011.wq,wq,wqwk,momentum_proxy,1,0.0005076611099424222,0.0005789539941928667,0.022974119256638472,0.026200466898484036,0.005653217149320774,0.006447121090307834,0.7563989840692333,0.7585139921690143,0.0014114737381456695,1.6274094751089105,1.6137334276086406,0.08980039091606751,5.1683788363222675e-06,,,,,,
1,500,layer_011.wq,wq,wqwk,momentum_proxy,head_ratio,0.0004961082567535635,0.000564547137974463,0.031750928432228064,0.03613101683036563,0.0055038173019762455,0.006263077188228437,0.7444846172398101,0.7749573196914719,0.0014114737381456695,1.640212962863972,1.6091331793889476,0.09013893985460365,6.6940148969674374e-06,0.024879427475277785,0.026200466898484036,1.0530976616933385,1.604360106333131,1.6137334276086406,1.005842404855686
1,500,layer_012.wq,wq,wqwk,momentum_proxy,0,0.0005173846932426165,0.0005631150974955107,0.023414158404734448,0.025483680257766365,0.005811231038311871,0.006324871948179977,0.7445960246149432,0.7508458061617471,0.0015739632791139935,1.6636786695718542,1.6317704917296285,0.08903185742085273,6.8670785810824815e-06,,,,,,
1,500,layer_012.wq,wq,wqwk,momentum_proxy,1,0.0004956743697209856,0.0005648501216153545,0.022431661317764914,0.025562198486288847,0.005531706203852148,0.006303704836998374,0.7160690912213717,0.8164488006891274,0.001292313551748613,1.5975338052601042,1.5852247899626901,0.08960605488697318,7.476178903775995e-06,,,,,,
1,500,layer_012.wq,wq,wqwk,momentum_proxy,head_ratio,0.000506645833694531,0.0005639832767539562,0.03242533335644998,0.0360949297122532,0.0056722921791022545,0.006314229225073881,0.7304236419815568,0.7829282103384706,0.0015739632791139935,1.6311575329413819,1.6083767802731805,0.08931941756475548,7.1780923384986854e-06,0.025483680257766365,0.025562198486288847,1.003081118101007,1.6317704917296285,1.5852247899626901,0.9714753379823646
1,500,layer_013.wq,wq,wqwk,momentum_proxy,0,0.0005169068722801865,0.0005629334363377535,0.0233925346963999,0.02547545921222855,0.005789835902321363,0.006305376065030881,0.7370100607509759,0.7620648597560993,0.0013329019099570377,1.6082735820557177,1.5963584626022655,0.08927832860909567,9.204722343476028e-06,,,,,,
1,500,layer_013.wq,wq,wqwk,momentum_proxy,1,0.0005285398615923103,0.0005835370330279035,0.023918983696596598,0.026407871560160577,0.0059836474683192115,0.0066062754090650405,0.7462717578721022,0.7557031509572424,0.0014649204582366238,1.675063239966316,1.6251959593756296,0.08833071540238577,9.05352537685341e-06,,,,,,
1,500,layer_013.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005227557268469201,0.0005733277957076738,0.033456366518202885,0.03669297892529112,0.005886505267080701,0.0064559734420380046,0.7417582685197306,0.7588198890902281,0.0014649204582366238,1.6418125854400747,1.6109443483138164,0.0888057859678381,9.12943687118257e-06,0.02547545921222855,0.026407871560160577,1.0366004137615097,1.5963584626022655,1.6251959593756296,1.0180645496916496
1,500,layer_014.wq,wq,wqwk,momentum_proxy,0,0.0005033576920133514,0.000553156786935227,0.022779368792643223,0.025033018566480717,0.0057311021095472715,0.006298101884237783,0.7118383904270449,0.8019532223146962,0.0012962270983406798,1.6178776946226476,1.623692676958228,0.08782912647374104,1.4485181077473495e-05,,,,,,
1,500,layer_014.wq,wq,wqwk,momentum_proxy,1,0.0005044672630770778,0.0005634401039641559,0.022829582246938863,0.025498388371552508,0.005677261612552721,0.006340940448140974,0.7708322309416609,0.7249699443420405,0.0013518673624425964,1.6134540920219649,1.6099180985410713,0.08885749812227685,2.1522679860163438e-05,,,,,,
1,500,layer_014.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005039127829423885,0.0005583221210410898,0.03225041810831287,0.03573261574662975,0.005703932021142671,0.006319806784267785,0.7416150555432629,0.7643466366449374,0.0013518673624425964,1.6156499753137825,1.6167005238004157,0.08834480864683232,1.8344566214689856e-05,0.025033018566480717,0.025498388371552508,1.0185902392808082,1.623692676958228,1.6099180985410713,0.9915165113370089
1,500,layer_015.wq,wq,wqwk,momentum_proxy,0,0.0005056851254104567,0.0005941758158991412,0.022884696404665835,0.02688932791291727,0.005756618304101617,0.006763978621841384,0.7310516448306197,0.8140308648295768,0.0016362478218321236,1.670231082334333,1.632198400394761,0.0878441297819162,1.9752871455856296e-05,,,,,,
1,500,layer_015.wq,wq,wqwk,momentum_proxy,1,0.0005127973034232178,0.0005776004953372109,0.023206556839982902,0.026139214532457638,0.005857076196041932,0.006597246298835418,0.748228311072761,0.7636406231606933,0.0014173291679323644,1.6424310729932943,1.5825895398270147,0.08755175556188831,2.802717160356822e-05,,,,,,
1,500,layer_015.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005092536305513752,0.000585946769089651,0.03259223235528801,0.03750059322173766,0.00580689703212665,0.006681410500160656,0.7394134017407348,0.7888862401826586,0.0016362478218321236,1.656245696833699,1.6077719981227,0.08769806451430606,2.424560041376005e-05,0.02688932791291727,0.026139214532457638,0.9721036768606147,1.632198400394761,1.5825895398270147,0.9696061088187883
1,500,layer_016.wq,wq,wqwk,momentum_proxy,0,0.000522386718443509,0.0005774835757608244,0.023640524224844348,0.026133923356437393,0.006306499488253192,0.006971654803670316,0.7397779236961481,0.7658069864641139,0.0014435443890792633,1.6585986723208772,1.621498834364625,0.08283307077349855,3.066847116822158e-05,,,,,,
1,500,layer_016.wq,wq,wqwk,momentum_proxy,1,0.0005184029492653874,0.0005885093336664945,0.023460239412010312,0.026632892200137908,0.005835101962188021,0.006624213794519415,0.7546784159496916,0.75847481128921,0.001545438024131103,1.6279324724585664,1.5979985748807979,0.08884214065575624,3.8210839735648986e-05,,,,,,
1,500,layer_016.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005203986459500205,0.000583022519327551,0.03330551334080131,0.03731344123696326,0.006058884607343469,0.006788000306264382,0.7472041778623787,0.7621777799045588,0.001545438024131103,1.642724679896938,1.6092112784782884,0.08589017280825728,3.464551484030429e-05,0.026133923356437393,0.026632892200137908,1.0190927644845031,1.621498834364625,1.5979985748807979,0.9855070759313647
1,500,layer_017.wq,wq,wqwk,momentum_proxy,0,0.0004946193516978456,0.0005815175609499074,0.022383916652264992,0.026316480686511427,0.005820584005339456,0.006843185173548855,0.6960118045439515,0.8635136931925845,0.0014777407744286774,1.5901752879528546,1.5901088726773571,0.08497761586193268,7.008014604942163e-05,,,,,,
1,500,layer_017.wq,wq,wqwk,momentum_proxy,1,0.000523688066453752,0.0005785600046833627,0.02369941651301884,0.026182636968635296,0.006095516039113937,0.006734203076305378,0.7910204822625183,0.6875547359538353,0.0012337464004662686,1.5802856951957946,1.5654860975241973,0.08591365572550885,8.9798916684661e-05,,,,,,
1,500,layer_017.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005093611165077614,0.000580040667846808,0.03259911145649673,0.03712260274219571,0.005961140917784984,0.006788315886354567,0.7443913336261049,0.7755057194414701,0.0014777407744286774,1.5850583095300235,1.5777606833979074,0.08544691755031146,8.054524290126312e-05,0.026316480686511427,0.026182636968635296,0.9949140723081284,1.5901088726773571,1.5654860975241973,0.9845150381987989
1,500,layer_018.wq,wq,wqwk,momentum_proxy,0,0.0005359052770732023,0.0005870371421292802,0.024252304351495488,0.02656626841651105,0.006416389787488948,0.007028591217101417,0.7470703824971521,0.7504850551935586,0.001367643687107182,1.5872192591824623,1.5539701247411222,0.08352130946254885,4.79106320836953e-05,,,,,,
1,500,layer_018.wq,wq,wqwk,momentum_proxy,1,0.0005315386619731302,0.0005820135224769391,0.024054693910017563,0.02633892534308561,0.006146548096023387,0.006730223715356634,0.7619317902420769,0.7282634631851578,0.0013207038383028537,1.5953203864439018,1.5852512721060792,0.08647758931830668,5.1996192329181594e-05,,,,,,
1,500,layer_018.wq,wq,wqwk,momentum_proxy,head_ratio,0.0005337264351552635,0.0005845307291260773,0.03415849184993686,0.03740996666406895,0.006278225972873805,0.0068758370652460465,0.7544387433894999,0.7395486220481584,0.001367643687107182,1.5913187925605723,1.5698158600950436,0.08501230084124461,4.999516318301429e-05,0.02656626841651105,0.02633892534308561,0.991442416004344,1.5539701247411222,1.5852512721060792,1.020129825449616
1,500,layer_000.wk,wk,wqwk,momentum_proxy,0,0.0005590301555706553,0.0005447051889575592,0.02529881688907398,0.024650542903000946,0.0067851841753635055,0.006611316029240742,0.8455851561898347,0.5491563083083836,0.0011143329117968767,1.6100776823269216,1.6200179944793476,0.08238982776627522,0.0003189819533190197,,,,,,
1,500,layer_000.wk,wk,wqwk,momentum_proxy,1,0.000555395142218256,0.0005537182977237417,0.025134314963238133,0.025058429644001883,0.006715302591811525,0.00669502780486416,0.7959907646213636,0.6378053780187495,0.001385439789620642,1.6131390832452566,1.6045983946536986,0.08270589964114072,0.0002489563078828935,,,,,,
1,500,layer_000.wk,wk,wqwk,momentum_proxy,head_ratio,0.0005572156130426479,0.0005492302322848627,0.035661799234729466,0.035150734866231215,0.006750200028029874,0.006653463834439217,0.82061141123282,0.5948453282186306,0.001385439789620642,1.6116057255892429,1.612228118974718,0.08254801498160612,0.0002861194940736294,0.024650542903000946,0.025058429644001883,1.0165467650187647,1.6200179944793476,1.6045983946536986,0.9904818342276471
1,500,layer_001.wk,wk,wqwk,momentum_proxy,0,0.0005036708751060094,0.0005799412478278804,0.0227935418415118,0.02624514489784847,0.005650362816832449,0.006505991560429956,0.6893231062256526,0.8592877891210533,0.0015319664806433056,1.6217341190676402,1.591031873995363,0.08913956349945748,3.3398588991256315e-05,,,,,,
1,500,layer_001.wk,wk,wqwk,momentum_proxy,1,0.0005453924943895237,0.0005754933982053699,0.02468164679622901,0.026043858201542855,0.006382850961325208,0.006735128605103177,0.844934610765545,0.5747115501030504,0.0011840708661659607,1.596862828771839,1.5862007432996459,0.08544653442390412,9.432417739237461e-05,,,,,,
1,500,layer_001.wk,wk,wqwk,momentum_proxy,head_ratio,0.0005249463417181226,0.0005777216035038518,0.03359656586995985,0.03697418262424652,0.00601226493173699,0.006616705482097006,0.7691924908132378,0.7198128190117561,0.0015319664806433056,1.6089928150094743,1.58867397097177,0.08731257648795289,7.07549156856081e-05,0.02624514489784847,0.026043858201542855,0.9923305168598205,1.591031873995363,1.5862007432996459,0.996963523625969
1,500,layer_002.wk,wk,wqwk,momentum_proxy,0,0.0005037967040037192,0.0005795079328283743,0.02279923620738955,0.026225535299477874,0.005435794564694236,0.006252692894637148,0.7736306808275765,0.7371304269919676,0.0013913409845976304,1.6311706453442976,1.6353487997297012,0.09268133628079045,1.3265798799865415e-05,,,,,,
1,500,layer_002.wk,wk,wqwk,momentum_proxy,1,0.0005213236018687942,0.0005602292077695788,0.023592413060737304,0.02535307979728873,0.005708420932797688,0.006134431906271914,0.7668550495631427,0.7117990155821593,0.0015211663800217268,1.6567486889443592,1.638055273999761,0.09132536090209006,1.7148085961044197e-05,,,,,,
1,500,layer_002.wk,wk,wqwk,momentum_proxy,head_ratio,0.0005126350635834737,0.0005699500896785373,0.032808644069342315,0.03647680573942639,0.005571766167060075,0.0061947159922794365,0.7697968494894848,0.7241423910244891,0.0015211663800217268,1.6440561320558091,1.6366661135612817,0.09200584665848677,1.533033381772673e-05,0.026225535299477874,0.02535307979728873,0.9667325950747508,1.6353487997297012,1.638055273999761,1.0016549828822494
1,500,layer_003.wk,wk,wqwk,momentum_proxy,0,0.00041554088134832944,0.0005788758139110335,0.018805233603944854,0.02619692886280792,0.0044079342844479215,0.006140542750683554,0.6744562644090066,1.0302953429362518,0.001808311302774146,1.652113240308758,1.6252633379367591,0.09427111534181473,5.539678127048663e-06,,,,,,
1,500,layer_003.wk,wk,wqwk,momentum_proxy,1,0.0004993728908690813,0.0005421985146951267,0.022599037278352455,0.024537103775372677,0.005486773004862831,0.005957312117060572,0.8774011682255756,0.5230488466800981,0.0011555998886615057,1.6252084073736677,1.630007493435967,0.09101395126543342,2.6580895575554566e-05,,,,,,
1,500,layer_003.wk,wk,wqwk,momentum_proxy,head_ratio,0.0004593732187484865,0.0005608370695972062,0.029399885999903137,0.035893572454221194,0.004957790327230522,0.006052840011824265,0.7759133908342936,0.7719772269792741,0.001808311302774146,1.6372599716573153,1.627509523628153,0.09265684678623709,1.9199375554296524e-05,0.02619692886280792,0.024537103775372677,0.9366404704869159,1.6252633379367591,1.630007493435967,1.002919007270065
1,500,layer_004.wk,wk,wqwk,momentum_proxy,0,0.0004984649128525751,0.000584824762070554,0.022557946883943508,0.026466147524217467,0.00553130940003396,0.0064896176649653385,0.747412794418987,0.7891215448288428,0.0013801664550565224,1.5725721654661955,1.5940228207383318,0.09011698258092647,3.5149376031757777e-06,,,,,,
1,500,layer_004.wk,wk,wqwk,momentum_proxy,1,0.0005057464310315231,0.0005599298219416019,0.022887470780370213,0.0253395311413429,0.005463502347681281,0.006048837340236268,0.7432688311141555,0.7615447386727174,0.0014716554849224794,1.6831717256141077,1.631552075406572,0.09256817309617572,3.978266233160968e-06,,,,,,
1,500,layer_004.wk,wk,wqwk,momentum_proxy,head_ratio,0.0005021188713075065,0.00057251262336757,0.03213560776368042,0.03664080789552448,0.005496600717598591,0.006267187863786214,0.7450575675811807,0.775255794885471,0.0014716554849224794,1.6289258008257772,1.6125978503202822,0.0913507997224287,3.7537573560452623e-06,0.026466147524217467,0.0253395311413429,0.9574317953966035,1.5940228207383318,1.631552075406572,1.023543737379404
1,500,layer_005.wk,wk,wqwk,momentum_proxy,0,0.00042642174289245357,0.0005701725167143854,0.019297645186856987,0.025803062592956286,0.0045626134674571495,0.006100713312339471,0.6393802832947,1.0382768225807788,0.00133369705452702,1.607852823775671,1.5814054209403665,0.0934599755017399,3.344276874267804e-06,,,,,,
1,500,layer_005.wk,wk,wqwk,momentum_proxy,1,0.0005019781573760059,0.0005395491034587352,0.022716938181638512,0.024417205109682802,0.00530692010690278,0.005704120674839935,0.8727873275242919,0.5282706679415139,0.000903012331880353,1.635668562437052,1.6070344958526523,0.09458935639959543,1.8337534600833126e-05,,,,,,
1,500,layer_005.wk,wk,wqwk,momentum_proxy,head_ratio,0.00046573467408710724,0.0005550720376039227,0.029807019141574864,0.03552461040665105,0.004953235092641636,0.005903366119331758,0.7578679077097821,0.7835501966392112,0.00133369705452702,1.6228229799585971,1.5939282724639048,0.09402636163564851,1.3180465906949469e-05,0.025803062592956286,0.024417205109682802,0.9462909692103062,1.5814054209403665,1.6070344958526523,1.0162065176790944
1,500,layer_006.wk,wk,wqwk,momentum_proxy,0,0.0005168028767269275,0.0005605489675002989,0.023387828394900854,0.02536755047082105,0.005604368142546757,0.006078764103815341,0.7665442914482186,0.7166585827686008,0.0013244804443907632,1.5920513382073282,1.5822826623309383,0.09221429848683714,4.036630249318471e-06,,,,,,
1,500,layer_006.wk,wk,wqwk,momentum_proxy,1,0.0005082137526496617,0.0005890117990719522,0.022999129010613663,0.026655631188650598,0.005589611686045321,0.006478272612942747,0.7532810424171916,0.7727631371559178,0.001467171837378177,1.609991564381039,1.5979002973439391,0.09092111960450434,2.816539130367108e-06,,,,,,
