seed,step,layer_param,suffix,rows,columns,head,head_rows,head_cols,weight_frobenius,weight_rms,weight_spectral,weight_max_abs,weight_elements,momentum_frobenius,momentum_rms,momentum_spectral,momentum_max_abs,weight_momentum_cosine
1,500,layer_009.wq,wq,64,64,1,64,32,4.18571603132369,0.09249213093344454,1.247666729472476,0.30602210760116577,2048,0.00025005551789215386,5.525498511708002e-06,0.0002214314481095652,3.1070245313458145e-05,-0.1386161385906755
1,500,layer_010.wq,wq,64,64,0,64,32,3.9266006345217126,0.08676643549005325,1.178007906172034,0.2736755609512329,2048,0.00016932777471153398,3.741650554429803e-06,0.00013891406377877351,1.8032358639175072e-05,-0.04196091027743322
1,500,layer_010.wq,wq,64,64,1,64,32,4.174062710987393,0.09223462650115906,1.3643338006674228,0.3094448447227478,2048,0.00045381493490859496,1.0027988058674975e-05,0.00042150690013040965,5.562657679547556e-05,-0.019594368253053766
1,500,layer_011.wq,wq,64,64,0,64,32,4.094486407227712,0.09047622200083935,1.3226675537064458,0.30860403180122375,2048,0.00035893540319105233,7.931426800135021e-06,0.0003336189004077131,4.514968895819038e-05,-0.14000576357981717
1,500,layer_011.wq,wq,64,64,1,64,32,4.063901783677066,0.08980039091606751,1.2027316153565353,0.3092550039291382,2048,0.00023389412626588876,5.1683788363222675e-06,0.00016984417731057553,2.4211984055000357e-05,-0.044724280467610664
1,500,layer_012.wq,wq,64,64,0,64,32,4.029121927930803,0.08903185742085273,1.2019307416309541,0.2897123098373413,2048,0.0003107685012239563,6.8670785810824815e-06,0.0002670795533667009,6.48143541184254e-05,-0.04731223678328012
1,500,layer_012.wq,wq,64,64,1,64,32,4.055107138940973,0.08960605488697318,1.2041403507468231,0.3054484724998474,2048,0.0003383332352143241,7.476178903775995e-06,0.0002639251789184344,4.258002445567399e-05,-0.03938525329690126
1,500,layer_013.wq,wq,64,64,0,64,32,4.040275940639519,0.08927832860909567,1.2274498637844076,0.29353609681129456,2048,0.00041655818163271856,9.204722343476028e-06,0.0003203288316234335,5.697680899174884e-05,-0.019654649402443977
1,500,layer_013.wq,wq,64,64,1,64,32,3.997391862277503,0.08833071540238577,1.2073080021853193,0.3216451406478882,2048,0.00040971578800752246,9.05352537685341e-06,0.00030721600220410427,7.408212695736438e-05,-0.05975974110949527
1,500,layer_014.wq,wq,64,64,0,64,32,3.974692538577485,0.08782912647374104,1.206238801560416,0.2984904944896698,2048,0.0006555244650621803,1.4485181077473495e-05,0.0004972255012490307,7.335832924582064e-05,-0.09159658890296071
1,500,layer_014.wq,wq,64,64,1,64,32,4.0212313268181035,0.08885749812227685,1.2748524273195363,0.28836411237716675,2048,0.0009740053042194368,2.1522679860163438e-05,0.0008519256016123206,0.0001149767340393737,-0.04254127652649193
1,500,layer_015.wq,wq,64,64,0,64,32,3.975371510798342,0.0878441297819162,1.167186115481367,0.2726183533668518,2048,0.0008939129186778992,1.9752871455856296e-05,0.0006071730475775387,9.941411553882062e-05,-0.05451422098390766
1,500,layer_015.wq,wq,64,64,1,64,32,3.9621401640062874,0.08755175556188831,1.1518290452082725,0.2685830891132355,2048,0.0012683649982951762,2.802717160356822e-05,0.0010658405058655068,0.0001693448721198365,-0.12944207100229133
1,500,layer_016.wq,wq,64,64,0,64,32,3.7485968672285463,0.08283307077349855,1.107480223251822,0.2505851089954376,2048,0.0013878965716271098,3.066847116822158e-05,0.0009370685483381429,0.0001620663097128272,-0.10980007015361319
1,500,layer_016.wq,wq,64,64,1,64,32,4.020536327220115,0.08884214065575624,1.1878785803215002,0.28166571259498596,2048,0.001729225209082226,3.8210839735648986e-05,0.00147084349480293,0.00023702369071543217,0.006232318063334749
1,500,layer_017.wq,wq,64,64,0,64,32,3.8456478992024383,0.08497761586193268,1.1964116528375306,0.27411147952079773,2048,0.0031714653758777383,7.008014604942163e-05,0.0026966421237042486,0.0004284379247110337,-0.07918677362840569
1,500,layer_017.wq,wq,64,64,1,64,32,3.88800822784216,0.08591365572550885,1.2627921762629335,0.2587015628814697,2048,0.004063835067579492,8.9798916684661e-05,0.003064676574930619,0.0005066219600848854,-0.018733852078634577
1,500,layer_018.wq,wq,64,64,0,64,32,3.7797429948511,0.08352130946254885,1.1125061799237903,0.2644725739955902,2048,0.0021681877015881416,4.79106320836953e-05,0.0014156131346581005,0.0002081536513287574,0.020952083211187123
1,500,layer_018.wq,wq,64,64,1,64,32,3.9135289489689593,0.08647758931830668,1.1936288380768707,0.26861250400543213,2048,0.0023530790522780314,5.1996192329181594e-05,0.0016956048573259035,0.0002565488393884152,0.006615283282983784
1,500,layer_000.wk,wk,64,64,0,64,32,3.728537978516793,0.08238982776627522,1.2099227540718653,0.28187012672424316,2048,0.01443547534515261,0.0003189819533190197,0.007221059532622904,0.00151434272993356,-0.06474476053881949
1,500,layer_000.wk,wk,64,64,1,64,32,3.7428417587446168,0.08270589964114072,1.0888418078967446,0.2644888460636139,2048,0.011266476385482232,0.0002489563078828935,0.0058857683382174154,0.0008864555275067687,-0.07196999594249985
1,500,layer_001.wk,wk,64,64,0,64,32,4.033996148638415,0.08913956349945748,1.3110182695341417,0.2989521622657776,2048,0.0015114476004979014,3.3398588991256315e-05,0.0012300901626520438,0.00013666106679011136,-0.06665065445778481
1,500,layer_001.wk,wk,64,64,1,64,32,3.866868730882071,0.08544653442390412,1.2466182472982685,0.29121366143226624,2048,0.004268624989695419,9.432417739237461e-05,0.0039558727673742935,0.0007246737368404865,0.05327664246804834
1,500,layer_002.wk,wk,64,64,0,64,32,4.1942784879089725,0.09268133628079045,1.3092684822454381,0.2972329258918762,2048,0.0006003415225114366,1.3265798799865415e-05,0.0005640506890189032,6.654052413068712e-05,-0.07504240219772314
1,500,layer_002.wk,wk,64,64,1,64,32,4.132914047243307,0.09132536090209006,1.1940027756539144,0.294645220041275,2048,0.0007760337835151479,1.7148085961044197e-05,0.0007519767627683678,0.00011114082008134574,-0.09043236846795655
1,500,layer_003.wk,wk,64,64,0,64,32,4.266223675405847,0.09427111534181473,1.3398298415025154,0.30951008200645447,2048,0.00025069721403052174,5.539678127048663e-06,0.0002353505063478817,3.482907050056383e-05,-0.13763143840372782
1,500,layer_003.wk,wk,64,64,1,64,32,4.118821255831675,0.09101395126543342,1.2618953047029287,0.3233673572540283,2048,0.0012029140167351122,2.6580895575554566e-05,0.0011905402923571148,0.0001370601385133341,-0.09922806379096995
1,500,layer_004.wk,wk,64,64,0,64,32,4.078229086914757,0.09011698258092647,1.2237373092894632,0.32576680183410645,2048,0.00015906791773780365,3.5149376031757777e-06,0.00013798787709601233,2.0405719624250196e-05,-0.03697375757480823
1,500,layer_004.wk,wk,64,64,1,64,32,4.189157306774782,0.09256817309617572,1.3835220405541235,0.3811458349227905,2048,0.0001800357779733493,3.978266233160968e-06,0.000164261595550512,2.0308860257500783e-05,-0.2281849449268842
1,500,layer_005.wk,wk,64,64,0,64,32,4.229515676595768,0.0934599755017399,1.2710179814298055,0.33358877897262573,2048,0.0001513446947814473,3.344276874267804e-06,0.00013216543157149995,1.7270811440539546e-05,-0.04394957748082384
1,500,layer_005.wk,wk,64,64,1,64,32,4.280625621646404,0.09458935639959543,1.3509766643427825,0.3033382296562195,2048,0.0008298620842554913,1.8337534600833126e-05,0.0007909413704507397,0.00010010044206865132,-0.12250415645842086
1,500,layer_006.wk,wk,64,64,0,64,32,4.173142770073786,0.09221429848683714,1.3621397883619937,0.3340776264667511,2048,0.00018267703183589342,4.036630249318471e-06,0.0001622355036357803,2.3614200472366065e-05,-0.09030933201534044
1,500,layer_006.wk,wk,64,64,1,64,32,4.114620174426761,0.09092111960450434,1.2834729662838464,0.4003734886646271,2048,0.00012746201078782995,2.816539130367108e-06,0.0001085854977352215,1.820136640162673e-05,-0.038021657499025294
1,500,layer_007.wk,wk,64,64,0,64,32,4.099396362348656,0.09058471770588128,1.2604906671647724,0.300375759601593,2048,0.0002244209118015519,4.959048392967046e-06,0.00020351137449674676,3.188317714375444e-05,-0.055979131723677106
1,500,layer_007.wk,wk,64,64,1,64,32,4.172989359294791,0.09221090855552042,1.2612919132973668,0.2853284478187561,2048,0.00024489876100896284,5.411549206675667e-06,0.00022691165872611778,2.8272545023355633e-05,-0.14099042637927586
1,500,layer_008.wk,wk,64,64,0,64,32,4.23651331692544,0.09361460296828414,1.3274535903118299,0.3031339943408966,2048,0.00021029529695237457,4.646913453958213e-06,0.00018947483666557316,2.215152380813379e-05,-0.13902007458476048
1,500,layer_008.wk,wk,64,64,1,64,32,3.9760771749417114,0.08785972290382298,1.2411940979310176,0.3141988217830658,2048,0.0001669770727534383,3.6897068889573666e-06,0.00014620284815386662,1.628309109946713e-05,-0.10947366323488712
1,500,layer_009.wk,wk,64,64,0,64,32,4.212314665585367,0.09307988326646743,1.2495829966662788,0.3472660481929779,2048,0.00018284624262496004,4.040369314830938e-06,0.0001647091420759028,2.663517625478562e-05,-0.09701400316416606
1,500,layer_009.wk,wk,64,64,1,64,32,4.174621810963004,0.0922469809819127,1.302271800295445,0.32692351937294006,2048,0.0003324474679470764,7.3461205929273495e-06,0.00031427828635780403,4.58865069958847e-05,-0.10600685859398981
1,500,layer_010.wk,wk,64,64,0,64,32,3.879343340902094,0.08572218696571088,1.1369813753899802,0.28346148133277893,2048,0.00016363966789621713,3.615959963766554e-06,0.00013105215208453322,2.181152558478061e-05,-0.04908692721795738
1,500,layer_010.wk,wk,64,64,1,64,32,4.113552716372276,0.09089753189109935,1.3325361774615399,0.2896840572357178,2048,0.000611848831563291,1.3520076808108399e-05,0.0005880831154464103,7.523538079112768e-05,-0.01775521094266466
1,500,layer_011.wk,wk,64,64,0,64,32,4.050994137719588,0.08951516954151474,1.233424480278864,0.2920807898044586,2048,0.00029604892939091095,6.54181892297908e-06,0.00026181063700318535,3.875781112583354e-05,-0.1712282007784964
1,500,layer_011.wk,wk,64,64,1,64,32,4.14532827344657,0.09159967913744979,1.2457636720275818,0.2768614590167999,2048,0.00028528551959958046,6.3039789213497215e-06,0.00024529151614756454,3.139823456876911e-05,-0.04245345104779228
1,500,layer_012.wk,wk,64,64,0,64,32,4.052002164544863,0.08953744399788255,1.2816567287846732,0.2948302626609802,2048,0.000432780353221799,9.563185078982608e-06,0.0004013267954383259,7.140447269193828e-05,-0.039880815185449614
1,500,layer_012.wk,wk,64,64,1,64,32,4.081619031461844,0.09019189048021058,1.247121326076258,0.28835800290107727,2048,0.00029024154600764687,6.413492667627327e-06,0.00022481193588665748,4.3551444832701236e-05,-0.04549857275378905
1,500,layer_013.wk,wk,64,64,0,64,32,4.011575034933518,0.08864412220125474,1.215128776009872,0.28781214356422424,2048,0.0004483804231790837,9.907901180663249e-06,0.000349095371554701,4.018801337224431e-05,-0.023765450837709014
1,500,layer_013.wk,wk,64,64,1,64,32,3.953319613571562,0.0873568470923198,1.1679811017788393,0.34388431906700134,2048,0.0005642862379191049,1.2469082042588894e-05,0.0004799308371825138,6.435971590690315e-05,-0.05317644119915752
1,500,layer_014.wk,wk,64,64,0,64,32,3.960922980249202,0.08752485934662003,1.2043050924177077,0.27476993203163147,2048,0.0006598854195823375,1.4581545468525037e-05,0.000559050319193926,6.68080901959911e-05,-0.09368773036144053
1,500,layer_014.wk,wk,64,64,1,64,32,4.094960885771065,0.09048670659444975,1.2215101419671048,0.26420730352401733,2048,0.0011028554505880732,2.436989274310538e-05,0.0009850293532777854,0.00018778879893943667,-0.03757076567326574
1,500,layer_015.wk,wk,64,64,0,64,32,3.9197329257322067,0.08661467913204468,1.156664987864773,0.2922002971172333,2048,0.0010045938402757422,2.2198597399912904e-05,0.0007540576789187443,0.00014830085274297744,-0.05373458004601414
1,500,layer_015.wk,wk,64,64,1,64,32,3.987651125276398,0.08811547349028465,1.235221745306516,0.295811265707016,2048,0.001451901243292884,3.2082787960799306e-05,0.0013042485333625922,0.00020179097191430628,-0.11363717563836126
1,500,layer_016.wk,wk,64,64,0,64,32,3.8021804458107056,0.08401711176648878,1.12670903425972,0.2565542459487915,2048,0.001639801393879205,3.6234833919098095e-05,0.0013429362489394544,0.00018964581249747425,-0.09572792213345396
1,500,layer_016.wk,wk,64,64,1,64,32,3.9269855898210446,0.08677494188075986,1.1203312250656643,0.2686209976673126,2048,0.0019752439882248516,4.364713808036731e-05,0.001727569163660649,0.00020154689264018089,0.003717030750092421
1,500,layer_017.wk,wk,64,64,0,64,32,3.8741740600647323,0.08560796091777474,1.2143451625500024,0.27448564767837524,2048,0.002809491495989561,6.208157776562991e-05,0.0022021750435429286,0.00032930501038208604,-0.08809140062580179
1,500,layer_017.wk,wk,64,64,1,64,32,3.84032141474955,0.08485991607204135,1.2414794844563544,0.29134732484817505,2048,0.004815562342122454,0.00010640989960441755,0.004158465456880862,0.0005399866495281458,-0.017385840637552153
1,500,layer_018.wk,wk,64,64,0,64,32,3.8153189832854326,0.08430743517096544,1.116324250959812,0.30286628007888794,2048,0.002096498626149998,4.632651235309202e-05,0.0014783069351743405,0.0002459834795445204,0.024473189653757978
1,500,layer_018.wk,wk,64,64,1,64,32,3.95505337416974,0.08739515815094248,1.160987592439646,0.293988436460495,2048,0.0020992180358849,4.63866033863537e-05,0.001446510404630537,0.00020030149607919157,0.010352448388921647
1,500,layer_000.wv,wv,64,64,0,64,32,2.6269973074483146,0.05804898782048454,0.825121623421456,0.19697637856006622,2048,0.03716645028279084,0.0008212702821123152,0.019482171333015993,0.0033714640885591507,0.0630421057849152
1,500,layer_000.wv,wv,64,64,1,64,32,2.603021105154429,0.057519183594574946,0.7509957596703395,0.18655085563659668,2048,0.03445663551138413,0.0007613912695929038,0.0194025668833357,0.0029333343263715506,0.037286412076628465
1,500,layer_001.wv,wv,64,64,0,64,32,3.078165820392333,0.06801849766300222,0.9592703432178911,0.21763969957828522,2048,0.007449778070536982,0.00016461839350036047,0.00605841492121223,0.0009221375221386552,0.055196064011613234
1,500,layer_001.wv,wv,64,64,1,64,32,3.1567488205936742,0.06975495304826324,1.0934525804171937,0.23586855828762054,2048,0.007933019584506077,0.0001752966232340605,0.005879739275260639,0.0008925758302211761,-0.039403646938074625
1,500,layer_002.wv,wv,64,64,0,64,32,3.2665916497128498,0.07218215958997838,0.9829024954613912,0.2329019159078598,2048,0.005061153489236641,0.00011183674852703704,0.004610539618701494,0.0005008710431866348,0.07511624948941004
1,500,layer_002.wv,wv,64,64,1,64,32,3.179212543721119,0.07025133589057928,1.1392490449253005,0.2667458653450012,2048,0.005642528614094878,0.00012468344518955064,0.005176111887842244,0.0006367146270349622,0.0476174980318467
1,500,layer_003.wv,wv,64,64,0,64,32,3.3807783265867255,0.07470535251306197,1.0416831242574154,0.2862100303173065,2048,0.004548019550057418,0.000100497983275456,0.004233209192720901,0.0006757095688953996,-0.02294060581994697
1,500,layer_003.wv,wv,64,64,1,64,32,3.5277696208704086,0.07795343191816757,1.1822340745738769,0.25247982144355774,2048,0.004698402164305562,0.00010382100097256297,0.0042306755512275225,0.000564842252060771,-0.0483956789258421
1,500,layer_004.wv,wv,64,64,0,64,32,3.4658850477864562,0.07658596312821453,1.046931837530734,0.2655167579650879,2048,0.0030815623481584525,6.809355103224947e-05,0.0027395617101002843,0.00029451685259118676,-0.009735491776353031
1,500,layer_004.wv,wv,64,64,1,64,32,3.5895806048999592,0.07931927460438973,1.095293874774315,0.24405881762504578,2048,0.003679529462872981,8.130688233666187e-05,0.0033358692111026397,0.00037340621929615736,-0.0262752921353009
1,500,layer_005.wv,wv,64,64,0,64,32,3.7564093924296307,0.08300570482186972,1.1286262112630387,0.25159165263175964,2048,0.003685519189458296,8.143923784559718e-05,0.0034207436949520603,0.0004227691679261625,-0.015388604247579658
1,500,layer_005.wv,wv,64,64,1,64,32,3.6096205940247534,0.07976209998579743,1.35501605396363,0.2690688371658325,2048,0.004243668796822751,9.377271822947264e-05,0.0038284439000566364,0.0005488853203132749,-0.07987796595665218
1,500,layer_006.wv,wv,64,64,0,64,32,3.7943574692789834,0.08384424677415615,1.1504560310497527,0.25894615054130554,2048,0.004260613646877937,9.414715005385426e-05,0.0040394638333536995,0.0004014626028947532,-0.025418425089781548
1,500,layer_006.wv,wv,64,64,1,64,32,3.698182419488218,0.08171905834015603,1.2178851995596611,0.288138747215271,2048,0.002525443436919941,5.580494311716099e-05,0.002074724505666226,0.00022671520127914846,-0.020868975324967856
1,500,layer_007.wv,wv,64,64,0,64,32,3.826751368084634,0.08456005757148573,1.0634727553729997,0.2932353913784027,2048,0.004243214210334384,9.376267319233016e-05,0.003978830900417502,0.000641496037133038,0.02296032230131797
1,500,layer_007.wv,wv,64,64,1,64,32,4.00909179683611,0.08858924987319294,1.2639811789864932,0.28756192326545715,2048,0.004194317935396959,9.268220795536093e-05,0.003972234550507145,0.0003770663752220571,-0.009533496044305537
1,500,layer_008.wv,wv,64,64,0,64,32,4.146471215434309,0.09162493482588831,1.2638163110736904,0.29556772112846375,2048,0.005389229544966146,0.0001190862736442642,0.005205837628923339,0.0007546072010882199,-0.01270567689815478
1,500,layer_008.wv,wv,64,64,1,64,32,3.9405278053088013,0.08707418539337493,1.1679206559502717,0.2636049687862396,2048,0.003996144438574228,8.830315097239832e-05,0.00374147200215609,0.00042939980630762875,0.007817055072996076
1,500,layer_009.wv,wv,64,64,0,64,32,4.057287345538788,0.0896542311016514,1.2002649654847686,0.3076285123825073,2048,0.004644895788055336,0.00010263866592621128,0.004414354233423989,0.0005306674866005778,-0.013885369609650177
1,500,layer_009.wv,wv,64,64,1,64,32,4.130259601658588,0.09126670538730115,1.193912900305026,0.336911678314209,2048,0.003626283344617938,8.013029823384934e-05,0.0033583010583267954,0.0004207675810903311,0.0003628863746599451
1,500,layer_010.wv,wv,64,64,0,64,32,4.084112638737292,0.09024699193690074,1.2488491292297448,0.2800235152244568,2048,0.00531895887607618,0.00011753349656643265,0.005036486008433625,0.0007918693590909243,0.010802871580221392
1,500,layer_010.wv,wv,64,64,1,64,32,4.2609361118002305,0.09415427558926827,1.2780613932453562,0.37321701645851135,2048,0.005348367981469328,0.00011818335212431156,0.005052460048065782,0.0006320880493149161,0.0038150628551529855
1,500,layer_011.wv,wv,64,64,0,64,32,4.215102680723694,0.09314149027929125,1.2466047444731072,0.307861328125,2048,0.0048668031872100255,0.000107542173011766,0.004454249569677005,0.0006264190888032317,0.006008193094186273
1,500,layer_011.wv,wv,64,64,1,64,32,4.15989889448443,0.09192164741688635,1.2384010021187795,0.28293493390083313,2048,0.004710289985396268,0.00010408368718839958,0.004194985006613681,0.0005658426671288908,-0.02118386893693181
1,500,layer_012.wv,wv,64,64,0,64,32,4.22664927751867,0.09339663643220858,1.203248382459455,0.31139734387397766,2048,0.005922861742941561,0.00013087799070201102,0.005505082426692106,0.0008627143106423318,0.01068107076904862
1,500,layer_012.wv,wv,64,64,1,64,32,4.2799783458868665,0.09457505349088083,1.1740991215565084,0.29729950428009033,2048,0.0064439775790745,0.0001423931326243016,0.005848847878757984,0.0006864360766485333,0.032496163670438206
1,500,layer_013.wv,wv,64,64,0,64,32,4.405819641183213,0.09735577953017288,1.1884858058628691,0.28601253032684326,2048,0.00543845296530077,0.00012017396784150821,0.004543044324155254,0.0005307359388098121,0.006410127913943171
1,500,layer_013.wv,wv,64,64,1,64,32,4.427222559075459,0.09782872166700994,1.2662065386538386,0.2927773594856262,2048,0.007023454910159782,0.00015519789357287302,0.006322251753610716,0.000822912494186312,0.04579460322752109
1,500,layer_014.wv,wv,64,64,0,64,32,4.484927033877946,0.0991038224619364,1.2416261874952434,0.2974349558353424,2048,0.0073981191305318396,0.00016347688141328092,0.006467416748370437,0.0007603485137224197,0.016021630822886684
1,500,layer_014.wv,wv,64,64,1,64,32,4.501855693652582,0.0994778965282816,1.2099781182472078,0.3347587287425995,2048,0.007593943679370391,0.00016780403348848517,0.006595193883475081,0.0009521380416117609,-0.035219116232334834
1,500,layer_015.wv,wv,64,64,0,64,32,4.499009199107396,0.09941499729092183,1.2654683544207794,0.310872882604599,2048,0.008377428224360368,0.00018511675957339985,0.0067222489551288615,0.0010547880083322525,-0.0012419558595990557
1,500,layer_015.wv,wv,64,64,1,64,32,4.478055230137023,0.09895197561743047,1.2747987760937445,0.2937379479408264,2048,0.008348080771028011,0.00018446826634646655,0.006095423533526602,0.0010533779859542847,-0.01579012079356338
1,500,layer_016.wv,wv,64,64,0,64,32,4.305785982958189,0.09514532709024127,1.2094165902876652,0.30473092198371887,2048,0.009995930837492457,0.0002208809524832076,0.007733113294176409,0.0012273562606424093,-0.015486575014799159
1,500,layer_016.wv,wv,64,64,1,64,32,4.375502877318508,0.09668586736416149,1.2161160449552322,0.30698108673095703,2048,0.009974784476742412,0.00022041367951183968,0.007408741642359949,0.0010320639703422785,0.022535663049025698
1,500,layer_017.wv,wv,64,64,0,64,32,4.3462164489124335,0.09603872261032809,1.1295950706081284,0.3620470464229584,2048,0.01390118101569753,0.00030717560508441944,0.008885185219072994,0.001175862387754023,0.00247100418341583
1,500,layer_017.wv,wv,64,64,1,64,32,4.390115958068862,0.09700877387955531,1.2453104272248463,0.2798800766468048,2048,0.01546730435399827,0.0003417823686058872,0.01055759311994464,0.0014701846521347761,-0.022543615736793476
1,500,layer_018.wv,wv,64,64,0,64,32,4.27041108480962,0.09436364489134638,1.144117312650211,0.28562435507774353,2048,0.014573395177954217,0.00032202957985133626,0.009931820308071455,0.002066168701276183,0.008738972221198828
1,500,layer_018.wv,wv,64,64,1,64,32,4.543367699914426,0.10039519093854432,1.227858281585562,0.33728161454200745,2048,0.016758460970038018,0.00037031316856762415,0.01154678028045056,0.0016169981099665165,0.005312713130782884
1,2000,layer_000.wq,wq,64,64,0,64,32,5.609137258548645,0.12394559350393336,1.7561715684354329,0.4428943395614624,2048,0.0055530366421762435,0.0001227059333081312,0.002563590441976225,0.0004850720288231969,-0.14530458817096495
1,2000,layer_000.wq,wq,64,64,1,64,32,5.473883586261489,0.12095688135222617,1.6330776779938623,0.4703187346458435,2048,0.004933838381037771,0.00010902345551594581,0.002154291040112924,0.0004612785705830902,-0.08382186650660195
1,2000,layer_001.wq,wq,64,64,0,64,32,5.777513344650446,0.1276662145124407,2.009101611706475,0.45479193329811096,2048,0.001815514872284789,4.01175899230501e-05,0.0014887478935140376,0.00017055153148248792,-0.030956912199188735
1,2000,layer_001.wq,wq,64,64,1,64,32,5.083810204205692,0.1123373959268504,1.6499868973328682,0.4444391131401062,2048,0.002174362927757304,4.8047086593057034e-05,0.0017548323445876247,0.00024278898490592837,-0.10955894930620633
1,2000,layer_002.wq,wq,64,64,0,64,32,6.142851166693015,0.1357391161183852,2.080184967732339,0.48719125986099243,2048,0.0008123310379071736,1.7950149546014653e-05,0.0006486602524577072,8.284284558612853e-05,-0.09565236679167588
1,2000,layer_002.wq,wq,64,64,1,64,32,5.4313414121914025,0.12001682323437064,2.015854975895192,0.38440054655075073,2048,0.0010365133379623434,2.290392531448365e-05,0.0008757613466881596,0.00012334788334555924,-0.1118905033866532
1,2000,layer_003.wq,wq,64,64,0,64,32,5.824189399450595,0.12869761935207258,1.9953278394769272,0.4704318642616272,2048,0.0011177994847339496,2.4700112364443895e-05,0.0009661592263706364,0.00014104698493611068,0.005988519236098639
