seed,step,layer_param,suffix,head0_weight_rms,head1_weight_rms,head_rms_ratio_h1_over_h0,head0_weight_frobenius,head1_weight_frobenius,head_fro_ratio_h1_over_h0,head_cosine_flattened,momentum_rms_ratio_h1_over_h0,pooled_weight_rms
1,500,layer_003.wk,wk,0.09427111534181473,0.09101395126543342,0.9654489706144744,4.266223675405847,4.118821255831675,0.9654489706144744,-0.004912942653858194,4.798274370087976,0.09265684678623708
1,500,layer_004.wk,wk,0.09011698258092647,0.09256817309617572,1.0272000953099827,4.078229086914757,4.189157306774782,1.027200095309983,-0.014823591582044065,1.1318170284350335,0.0913507997224287
1,500,layer_005.wk,wk,0.0934599755017399,0.09458935639959543,1.012084112924195,4.229515676595768,4.280625621646404,1.012084112924195,-0.02423548877745261,5.483258501091644,0.09402636163564851
1,500,layer_006.wk,wk,0.09221429848683714,0.09092111960450434,0.9859763734740401,4.173142770073786,4.114620174426761,0.98597637347404,0.04901550929194797,0.697745138000351,0.09156999190661774
1,500,layer_007.wk,wk,0.09058471770588128,0.09221090855552042,1.0179521545225676,4.099396362348656,4.172989359294791,1.0179521545225678,0.018405259119048965,1.091247509169372,0.09140142979868736
1,500,layer_008.wk,wk,0.09361460296828414,0.08785972290382298,0.9385258294968054,4.23651331692544,3.9760771749417114,0.9385258294968055,0.005956956964693424,0.7940123967263683,0.09078277589291382
1,500,layer_009.wk,wk,0.09307988326646743,0.0922469809819127,0.9910517476459406,4.212314665585367,4.174621810963004,0.9910517476459406,0.05509527409784264,1.8181804732458557,0.09266436793389508
1,500,layer_010.wk,wk,0.08572218696571088,0.09089753189109935,1.0603734588276268,3.879343340902094,4.113552716372276,1.060373458827627,-0.0030931567546344193,3.7390006923708445,0.08834776353161894
1,500,layer_011.wk,wk,0.08951516954151474,0.09159967913744979,1.0232866631053892,4.050994137719588,4.14532827344657,1.0232866631053892,-0.012451930089437114,0.9636431389450553,0.09056342196529978
1,500,layer_012.wk,wk,0.08953744399788255,0.09019189048021058,1.0073091932615756,4.052002164544863,4.081619031461844,1.0073091932615754,-0.019219799021976448,0.670643997230851,0.08986526299429679
1,500,layer_013.wk,wk,0.08864412220125474,0.0873568470923198,0.985478167339597,4.011575034933518,3.953319613571562,0.9854781673395967,0.025367888661226315,1.258498829895899,0.08800283840519557
1,500,layer_014.wk,wk,0.08752485934662003,0.09048670659444975,1.0338400686381006,3.960922980249202,4.094960885771065,1.0338400686381006,-0.03305521714002459,1.6712832529109454,0.08901810229935161
1,500,layer_015.wk,wk,0.08661467913204468,0.08811547349028465,1.017327251838594,3.9197329257322067,3.987651125276398,1.0173272518385943,0.03890616233497294,1.4452619407803298,0.08736829891203134
1,500,layer_016.wk,wk,0.08401711176648878,0.08677494188075986,1.0328246241305699,3.8021804458107056,3.9269855898210446,1.0328246241305699,0.013371226359280628,1.2045629401205133,0.08540715897391717
1,500,layer_017.wk,wk,0.08560796091777474,0.08485991607204135,0.9912619709929562,3.8741740600647323,3.84032141474955,0.9912619709929562,0.031083472829098385,1.7140334288238568,0.08523475913104099
1,500,layer_018.wk,wk,0.08430743517096544,0.08739515815094248,1.0366245631090012,3.8153189832854326,3.95505337416974,1.0366245631090012,-0.007653869315606986,1.0012971197314333,0.08586517714805807
1,500,layer_000.wv,wv,0.05804898782048454,0.057519183594574946,0.9908731530763637,2.6269973074483146,2.603021105154429,0.9908731530763637,-0.010840344929093994,0.9270897610401755,0.057784692905514266
1,500,layer_001.wv,wv,0.06801849766300222,0.06975495304826324,1.025529164049819,3.078165820392333,3.1567488205936742,1.025529164049819,-0.0559328921623221,1.0648665650699394,0.0688921965795011
1,500,layer_002.wv,wv,0.07218215958997838,0.07025133589057928,0.9732506798027808,3.2665916497128498,3.179212543721119,0.973250679802781,-0.034981948915135015,1.1148700836863819,0.07122329098505663
1,500,layer_003.wv,wv,0.07470535251306197,0.07795343191816757,1.043478536622094,3.3807783265867255,3.5277696208704086,1.0434785366220942,-0.052940962678936936,1.0330655162302997,0.07634666738607927
1,500,layer_004.wv,wv,0.07658596312821453,0.07931927460438973,1.0356894575001856,3.4658850477864562,3.5895806048999592,1.0356894575001854,0.009653877965113385,1.1940467357643678,0.07796459796613724
1,500,layer_005.wv,wv,0.08300570482186972,0.07976209998579743,0.9609231095256275,3.7564093924296307,3.6096205940247534,0.9609231095256274,0.012687775913484554,1.1514439563795873,0.08140006027982938
1,500,layer_006.wv,wv,0.08384424677415615,0.08171905834015603,0.9746531394130767,3.7943574692789834,3.698182419488218,0.9746531394130767,0.025907644185152394,0.5927417142764208,0.08278847206322695
1,500,layer_007.wv,wv,0.08456005757148573,0.08858924987319294,1.0476488831420319,3.826751368084634,4.00909179683611,1.0476488831420319,0.06589939792605448,0.9884765952144632,0.08659809042232974
1,500,layer_008.wv,wv,0.09162493482588831,0.08707418539337493,0.9503328494458303,4.146471215434309,3.9405278053088013,0.9503328494458302,0.009978151389910296,0.7415057022959544,0.08937852774511368
1,500,layer_009.wv,wv,0.0896542311016514,0.09126670538730115,1.0179854789432248,4.057287345538788,4.130259601658588,1.0179854789432248,-0.020177611515323324,0.7807028424498074,0.09046406100402729
1,500,layer_010.wv,wv,0.09024699193690074,0.09415427558926827,1.0432954447401355,4.084112638737292,4.2609361118002305,1.0432954447401352,-0.01582807326968438,1.005529109376165,0.09222132932624347
1,500,layer_011.wv,wv,0.09314149027929125,0.09192164741688635,0.9869033353584197,4.215102680723694,4.15989889448443,0.9869033353584197,0.013281012101223448,0.9678406551912613,0.09253357897347772
1,500,layer_012.wv,wv,0.09339663643220858,0.09457505349088083,1.0126173393784645,4.22664927751867,4.2799783458868665,1.0126173393784648,0.04886147214511047,1.087983792083948,0.09398769185285145
1,500,layer_013.wv,wv,0.09735577953017288,0.09782872166700994,1.0048578742743308,4.405819641183213,4.427222559075459,1.004857874274331,-0.037168518167667204,1.2914435327421012,0.0975925370889827
1,500,layer_014.wv,wv,0.0991038224619364,0.0994778965282816,1.0037745674894514,4.484927033877946,4.501855693652582,1.0037745674894512,0.024086251113353083,1.0264695046650965,0.09929103565845838
1,500,layer_015.wv,wv,0.09941499729092183,0.09895197561743047,0.9953425369802464,4.499009199107396,4.478055230137023,0.9953425369802464,0.0006597538187526105,0.9964968421636823,0.09918375664630412
1,500,layer_016.wv,wv,0.09514532709024127,0.09668586736416149,1.0161914444044013,4.305785982958189,4.375502877318508,1.0161914444044016,0.015348173426703395,0.9978845030949264,0.09591869008454303
1,500,layer_017.wv,wv,0.09603872261032809,0.09700877387955531,1.0101006265271057,4.3462164489124335,4.390115958068862,1.0101006265271057,-0.026437578088472278,1.1126611714883965,0.09652496684857818
1,500,layer_018.wv,wv,0.09436364489134638,0.10039519093854432,1.0639181122575636,4.27041108480962,4.543367699914426,1.0639181122575638,0.028276033214814967,1.1499352597937675,0.09742610492256912
1,2000,layer_000.wq,wq,0.12394559350393336,0.12095688135222617,0.9758869027351719,5.609137258548645,5.473883586261489,0.9758869027351716,0.0017420958217460784,0.8884937555723013,0.12246035541247381
1,2000,layer_001.wq,wq,0.1276662145124407,0.1123373959268504,0.8799304996695382,5.777513344650446,5.083810204205692,0.8799304996695383,-0.027566368980587855,1.1976563568553487,0.12024631564327132
1,2000,layer_002.wq,wq,0.1357391161183852,0.12001682323437064,0.8841727179783436,6.142851166693015,5.4313414121914025,0.8841727179783436,-0.03265430794948048,1.2759740667212909,0.12811936915211267
1,2000,layer_003.wq,wq,0.12869761935207258,0.1202650634509468,0.9344777631196332,5.824189399450595,5.442575481983673,0.9344777631196335,0.018520378021950057,0.8672393365715552,0.12455272520854617
1,2000,layer_004.wq,wq,0.11639099886885736,0.1299635635369671,1.116611806754941,5.267255332431668,5.881479493386122,1.1166118067549409,-0.004805648904729058,0.6704597466144813,0.12336407999275488
1,2000,layer_005.wq,wq,0.13079418320937633,0.1224991836697931,0.9365797519733386,5.919069048774762,5.543680221614531,0.9365797519733384,0.03774689604482247,1.672423940903289,0.12671457761673202
1,2000,layer_006.wq,wq,0.13614428485973715,0.12452778338391512,0.9146750707325692,6.16118701082324,5.635484164921334,0.9146750707325693,0.02136800034969012,1.1541941312321928,0.1304653883880329
1,2000,layer_007.wq,wq,0.1241048222340701,0.13233645464441982,1.0663280625375242,5.616343128298366,5.9888642865443344,1.0663280625375242,0.009687314463099516,0.8077985680333549,0.1282866792180792
1,2000,layer_008.wq,wq,0.1364027502883907,0.11859707608025906,0.8694624985897584,6.172883820890645,5.367090990415876,0.8694624985897585,-0.0026590605418271634,0.8954164259020096,0.12781036096698856
1,2000,layer_009.wq,wq,0.13820321602023902,0.1373187422366973,0.9936001939100157,6.254363598700819,6.2143368844528775,0.9936001939100156,0.017194633699380724,1.1312972515836404,0.1377616889556116
1,2000,layer_010.wq,wq,0.12861533872728217,0.13784717637261645,1.0717786675888605,5.820465803434623,6.238251083551686,1.0717786675888603,0.0050422266867696285,0.7770568664448582,0.13331119493470298
1,2000,layer_011.wq,wq,0.1343495510956231,0.13661887158249353,1.016891165384358,6.079966632261352,6.182664354178257,1.016891165384358,-0.005179069622696317,1.8183750191091488,0.13548896256165907
1,2000,layer_012.wq,wq,0.13305555888222276,0.1343949421577543,1.0100663458692254,6.021407229451882,6.082020797243,1.0100663458692254,-0.023760432576295027,1.10709929486504,0.1337269274062759
1,2000,layer_013.wq,wq,0.14006618057882372,0.13410921507159423,0.9574703509254531,6.338671750539887,6.069090265390682,0.9574703509254532,0.02330291435652622,1.0386058701802034,0.1371200505197157
1,2000,layer_014.wq,wq,0.12683819308707803,0.13240248775587934,1.043869236334684,5.740041372500578,5.991852604041671,1.0438692363346842,0.010629863982027414,0.6798483567926157,0.12965019473479525
1,2000,layer_015.wq,wq,0.13078992771337958,0.13268573998020972,1.014495093773465,5.91887646700986,6.004671136432721,1.0144950937734647,0.013859093495311335,0.7883993892038029,0.1317412440835574
1,2000,layer_016.wq,wq,0.12401278296575266,0.13170695200853386,1.062043354392797,5.612177906489553,5.960376249257309,1.062043354392797,0.01736547044906492,1.2463594268660474,0.1279177304877809
1,2000,layer_017.wq,wq,0.12026329872727802,0.1177363663676443,0.978988333212412,5.4424956197069925,5.328139715252802,0.9789883332124121,0.02388960516737558,1.2049206096807912,0.11900653970732591
1,2000,layer_018.wq,wq,0.1173836247508264,0.12284521882992509,1.0465277340914643,5.31217645194025,5.559339985343064,1.0465277340914643,0.0010747118270656426,1.2244033965859082,0.12014546006615275
1,2000,layer_000.wk,wk,0.12576144620142166,0.12380003808439073,0.9844037407625744,5.691313370934554,5.602550172200034,0.9844037407625746,-0.010625182352652862,0.8590751537331323,0.12478459596514642
1,2000,layer_001.wk,wk,0.12564332816845886,0.11480274003170025,0.9137193490909135,5.685967958960896,5.19537894241354,0.9137193490909135,0.009440617732283644,1.1829263482129238,0.12034515991936111
1,2000,layer_002.wk,wk,0.1319261300551839,0.12252797475916655,0.928761987544953,5.97029511537401,5.5449831575846895,0.9287619875449529,0.004049017921999263,0.9534577905786088,0.12731380205995
1,2000,layer_003.wk,wk,0.13152765616135004,0.11928158929191036,0.9068935976900786,5.9522622454568435,5.398068522177183,0.9068935976900786,-0.013988085863325204,1.0219399859432328,0.12555401602358704
1,2000,layer_004.wk,wk,0.11740900160780957,0.1296069349565486,1.103892658839607,5.313324877390361,5.865340326181075,1.103892658839607,-0.004826030521765828,0.594551394031586,0.12365846361526099
1,2000,layer_005.wk,wk,0.13550895570442664,0.12468681772197682,0.9201371014469688,6.132435295366883,5.6426812374899695,0.9201371014469688,0.009160842291858774,1.5974020417401373,0.1302103674630744
1,2000,layer_006.wk,wk,0.13304057801432215,0.11991013782779557,0.9013049974488757,6.020729272761926,5.426513381827059,0.9013049974488756,-0.0011755807545295765,1.041968654399136,0.12664564057295039
1,2000,layer_007.wk,wk,0.12514080777557482,0.13149094321454743,1.050743922401083,5.663226482001356,5.95060080714379,1.0507439224010828,-0.03036037041523276,0.8341275447961204,0.12835515166555395
1,2000,layer_008.wk,wk,0.13442036395929552,0.11749704301395934,0.8741015092738418,6.083171256651625,5.317309176610438,0.8741015092738417,0.0040651396658217915,0.8178422055845007,0.1262426024842123
1,2000,layer_009.wk,wk,0.13628854487042644,0.13801584715579818,1.0126738625539948,6.167715473659237,6.24588425184454,1.0126738625539946,0.05068659466440316,1.0896426833993054,0.13715491520363185
1,2000,layer_010.wk,wk,0.12552257228221556,0.1361559192398547,1.0847126278907981,5.680503171374924,6.1617135227641056,1.084712627890798,0.033094359891793476,0.9668738995263739,0.13094722314045812
1,2000,layer_011.wk,wk,0.1356902140528108,0.13470431976338326,0.9927342270309647,6.140638111833386,6.0960216294278,0.9927342270309648,0.015436246257199008,1.4513881985395745,0.13519816558040537
1,2000,layer_012.wk,wk,0.13556898978143658,0.1321530881653495,0.9748032229081727,6.135152127556068,5.980566066973587,0.9748032229081727,-0.042863689496204775,0.8362647956365366,0.13387193451578622
1,2000,layer_013.wk,wk,0.13750475885520835,0.13081252941588437,0.9513309248709649,6.222755035644082,5.919899303304739,0.9513309248709649,-0.02116156131544653,0.8412043952557702,0.1342003661694159
1,2000,layer_014.wk,wk,0.12538531958773863,0.13025767252244616,1.0388590382887535,5.674291823470875,5.894789346700691,1.0388590382887535,0.020167057087738006,0.5696344373513905,0.12784470974405662
1,2000,layer_015.wk,wk,0.12858910278907437,0.13180746581365224,1.025028271873527,5.819278500406301,5.964924984822241,1.025028271873527,-0.02546077125222705,0.8531288520330114,0.13020822823523143
1,2000,layer_016.wk,wk,0.12411343579014193,0.13110091782435515,1.0562991588278006,5.616732933348511,5.932950272856437,1.0562991588278006,0.002644860673775197,1.2460297865235093,0.1276549951980376
1,2000,layer_017.wk,wk,0.1236410735086176,0.1185542435579019,0.9588580897402096,5.595356256712184,5.365152611726976,0.9588580897402099,-0.012932612448721516,1.4694883077332654,0.12112436526964693
1,2000,layer_018.wk,wk,0.11928716314784454,0.12285388715901471,1.0299003171594379,5.398320766102201,5.5597322691370366,1.0299003171594379,-0.007586390998822332,1.226688689005679,0.1210836588519285
1,2000,layer_000.wv,wv,0.05550130107523284,0.05619402164787838,1.0124811591660987,2.5117021667182944,2.543051121238941,1.012481159166099,-0.04738476378583466,1.0999683365885546,0.05584873539305015
1,2000,layer_001.wv,wv,0.09571903411624405,0.09489531708666314,0.9913944281073651,4.331748999182249,4.294471821748937,0.9913944281073651,-0.0467096811368928,0.7718970693350128,0.09530806549585673
1,2000,layer_002.wv,wv,0.10097311859462431,0.0986740306480458,0.9772306928955157,4.569521720051988,4.4654768766875135,0.9772306928955159,0.011541386862013553,0.5894931019991053,0.09983019333612338
1,2000,layer_003.wv,wv,0.10517526988985706,0.11110828004099399,1.0564106957590902,4.759689379343566,5.028186768829489,1.0564106957590902,-0.004397431326201005,1.0428413579628246,0.10818245534760296
1,2000,layer_004.wv,wv,0.10988485554762104,0.10538476521955244,0.9590472198771888,4.97282089647533,4.769170055711855,0.9590472198771888,0.024777109080398273,1.1949701287656003,0.10765832577906302
1,2000,layer_005.wv,wv,0.11420774782575362,0.11471892232589152,1.0044758303168522,5.168452668904547,5.191585786051245,1.0044758303168522,-0.014450534953714641,1.2812514408060236,0.11446362042816238
1,2000,layer_006.wv,wv,0.1163661718324943,0.11837581557112799,1.0172699995796588,5.266131789022446,5.357077882805292,1.017269999579659,0.05316417865950356,0.7208178016022129,0.11737529480065066
1,2000,layer_007.wv,wv,0.11756186276960297,0.1224740216711762,1.041783608951485,5.320242583891748,5.542541519544119,1.041783608951485,0.07674946360422502,1.0331699160772592,0.12004307052506341
1,2000,layer_008.wv,wv,0.12342365530287211,0.12521117178621033,1.0144827705754766,5.5855170319034775,5.666410793621955,1.014482770575477,-0.031040198691276596,0.9349950422538105,0.1243206262620931
1,2000,layer_009.wv,wv,0.12299866769254938,0.1323085852852798,1.0756912068023512,5.566284288147992,5.98760306332288,1.0756912068023512,-0.042743600939502746,0.7917495505465544,0.12773847109296077
1,2000,layer_010.wv,wv,0.13008402674183728,0.13045425684189357,1.0028460842528426,5.886931035725141,5.903685737443488,1.0028460842528426,0.020044418292144147,1.308383031161074,0.13026927331788907
1,2000,layer_011.wv,wv,0.1258375270083749,0.13347081404208017,1.0606598620870644,5.694756395223501,6.040199532777186,1.0606598620870644,-0.0205503387097267,0.8526306750185629,0.1297103338301136
1,2000,layer_012.wv,wv,0.13208948257375877,0.1365712149207338,1.0339295170186802,5.9776876064849365,6.1805076598615205,1.0339295170186802,0.013485672682177464,1.5473536236305228,0.13434903823907446
1,2000,layer_013.wv,wv,0.14231695352504461,0.13657609854406075,0.9596614820737179,6.440530106583665,6.18072866742448,0.9596614820737178,-0.052594552961493964,0.8064610761872684,0.139476065965037
1,2000,layer_014.wv,wv,0.1400037533165064,0.1410135481851315,1.0072126271239477,6.335846615146898,6.381544714296477,1.0072126271239474,0.006090293339090768,0.8335815757663675,0.14050955788569972
1,2000,layer_015.wv,wv,0.1421954119132873,0.1384613696190926,0.973740064858972,6.4350297611199885,6.266046296962393,0.973740064858972,-0.047762636549106056,0.9787984564250551,0.1403408102548657
1,2000,layer_016.wv,wv,0.12570680352212565,0.13187394660482069,1.0490597398859924,5.688840525553922,5.967933561990487,1.049059739885992,0.016454161161154415,0.9669777131065318,0.12882728407616414
1,2000,layer_017.wv,wv,0.12623388236083583,0.11771481972651625,0.9325136605561406,5.712693390902523,5.327164625585382,0.9325136605561405,-0.034981011706552975,1.260357149202828,0.1220487030638498
1,2000,layer_018.wv,wv,0.11660138208236742,0.12297983163393883,1.0547030355700728,5.276776189834598,5.5654318654424335,1.0547030355700728,0.033106642231717893,1.1915862034509135,0.11983305322871102
1,8000,layer_000.wq,wq,0.24903029310439861,0.23412223882718428,0.9401355791242451,11.269824574399602,10.595163052881817,0.9401355791242451,-0.002551527897576954,0.7875456405621598,0.24169123856391217
1,8000,layer_001.wq,wq,0.19057747404875575,0.17416549430128067,0.9138828981263737,8.62455195144182,7.881830532425123,0.9138828981263738,-0.033101235859881804,1.809580282159619,0.18255600924101842
1,8000,layer_002.wq,wq,0.20849855475205964,0.18165415779959626,0.8712490022562221,9.435567483697666,8.220728755892841,0.8712490022562218,-0.04589407954685403,1.2197804204268037,0.19553756720842447
1,8000,layer_003.wq,wq,0.18941204118512073,0.18947554574330014,1.0003352720227399,8.571810480664606,8.574684368903,1.0003352720227396,0.0354312549022863,0.6576021000884499,0.18944379612517706
1,8000,layer_004.wq,wq,0.17653798575631297,0.20523164333578484,1.1625353175779383,7.989197239379392,9.287723949874712,1.1625353175779387,0.00854898738596816,0.34512293449920683,0.191423206327241
1,8000,layer_005.wq,wq,0.19260203133117182,0.1923910536846725,0.9989045928278059,8.71617295517283,8.706625196803648,0.9989045928278057,0.010956979417142064,0.7432123460824145,0.19249657141205428
1,8000,layer_006.wq,wq,0.21410713156917996,0.18863292149151978,0.8810211977015383,9.689382696509917,8.536551548267727,0.8810211977015383,-0.02949098128175208,2.444524241488006,0.2017724496297847
1,8000,layer_007.wq,wq,0.20962955563310523,0.2131493432834189,1.0167905123859253,9.486750740818644,9.646038146634545,1.0167905123859253,-0.010220058599318294,0.9090884343897595,0.21139677520847605
1,8000,layer_008.wq,wq,0.20742746780612756,0.19219810512607216,0.9265798168336628,9.387095621764292,8.697893341814433,0.9265798168336625,-0.028992567890427066,1.6460837482458226,0.19995782807196466
1,8000,layer_009.wq,wq,0.21887397137366124,0.21280467750638166,0.9722703717157939,9.905105240546952,9.630440354110643,0.9722703717157939,0.008980152186004587,0.9070214048990285,0.21586065657441306
1,8000,layer_010.wq,wq,0.21546109180876238,0.2265154478096669,1.0513055786922127,9.750655942389322,10.250918988142269,1.0513055786922127,0.014571602770299773,0.9483029459858824,0.22105737963234554
1,8000,layer_011.wq,wq,0.22822810621841458,0.2168081193424536,0.9499623991751829,10.328425060121894,9.811615449814477,0.9499623991751829,0.006921106572026714,1.484975820304672,0.22259136223229276
1,8000,layer_012.wq,wq,0.2327821402810887,0.23562230225107075,1.0122009444820488,10.534517115640062,10.663048174113179,1.0122009444820488,-0.015175196939202008,1.1762833557393195,0.2342065265443508
1,8000,layer_013.wq,wq,0.23046687105353755,0.22523582810821263,0.9773024082749414,10.42973999109133,10.193010010975021,0.9773024082749413,0.0198304778962344,0.9484215073705047,0.22786636096273646
1,8000,layer_014.wq,wq,0.2214126105370609,0.21910076402675327,0.9895586502290904,10.019990934462191,9.91536870441413,0.9895586502290905,-0.0019052117347020485,0.882521320441458,0.2202597204460489
1,8000,layer_015.wq,wq,0.2271815124846507,0.2168350145446844,0.9544571306581764,10.281061634439219,9.812832587726719,0.9544571306581765,0.02680388749889087,0.6854539703278127,0.22206852900333154
1,8000,layer_016.wq,wq,0.21021391620820526,0.20823923245515125,0.9906063128993886,9.513195881638566,9.42383189619963,0.9906063128993887,-0.0007820605745371709,1.0657902478859618,0.20922890395581206
1,8000,layer_017.wq,wq,0.2064583233504373,0.1972847502533822,0.9555669495509557,9.343237150303944,8.928088622647103,0.9555669495509556,0.022357350967198812,0.7566204927860067,0.2019236389866391
1,8000,layer_018.wq,wq,0.19990064222204584,0.19368619719310362,0.9689123308466446,9.046470379440285,8.765236701278617,0.9689123308466447,0.01528549594918884,1.0523405105046844,0.1968179485513354
1,8000,layer_000.wk,wk,0.2510894520894851,0.23555366029021538,0.9381264658073611,11.363011472440936,10.659941793569512,0.9381264658073609,-0.002605970207909851,0.7586938282229968,0.24344551734085804
1,8000,layer_001.wk,wk,0.18628763990578684,0.17121395469658027,0.9190838145953755,8.43041621943165,7.7482590975819665,0.9190838145953756,0.0008067617590573257,1.3568466514676636,0.17890961833354677
1,8000,layer_002.wk,wk,0.20135249227124885,0.17990154051721075,0.8934656754824728,9.112173612403964,8.141414351720071,0.8934656754824727,0.013600122087930766,1.734091335212265,0.19092850811797193
1,8000,layer_003.wk,wk,0.18846758844025704,0.18748474287104047,0.9947850684706557,8.52906942847879,8.48459091540025,0.9947850684706558,0.041948797585691915,0.9054492229229759,0.18797680801352368
1,8000,layer_004.wk,wk,0.1784717278580841,0.20387995242167767,1.1423655436551694,8.076708417186003,9.226553401942972,1.1423655436551696,-0.009646836893761087,0.31969878449163613,0.19159748516631891
1,8000,layer_005.wk,wk,0.19995263925268011,0.19201461425011473,0.960300473991073,9.048823496429922,8.689589492683211,0.9603004739910729,0.027291191715089435,0.6014133726382005,0.1960238123669326
1,8000,layer_006.wk,wk,0.20846605508083554,0.18545123005754569,0.889599172323928,9.434096716471496,8.39256463059693,0.889599172323928,-0.00744194624321717,2.4933380574402078,0.19729451950171184
1,8000,layer_007.wk,wk,0.20385416467079226,0.20925086056113323,1.0264733168393012,9.225386381557524,9.469612958201468,1.026473316839301,0.030472877434227497,1.0316460933541298,0.20657013711957653
1,8000,layer_008.wk,wk,0.20229750884560468,0.18609130758110076,0.9198892692402226,9.154940180599848,8.421531232669945,0.9198892692402226,0.004710649937914791,1.2073351326790578,0.19436339269829253
1,8000,layer_009.wk,wk,0.21178868206160553,0.2073058579830796,0.978833505006552,9.584461648916669,9.381592189409979,0.9788335050065519,0.01408827169600349,1.0180264919566866,0.20955925725614294
1,8000,layer_010.wk,wk,0.2113304644645347,0.21988599080685545,1.040484112709441,9.56372508762721,9.95090401199682,1.0404841127094413,-0.0010799485682963792,0.8421178336313131,0.21565065982267304
